Quote ID,Quote time,Expired Time,Cost
3602854039624,2020-03-11,2020-04-10,37253
6068228558738,2018-05-21,2018-06-20,49877
3839181977897,2022-03-20,2022-04-19,21950
1102915662089,2019-08-13,2019-09-12,14822
2270747696127,2022-07-13,2022-08-12,40111
2096022549656,2022-04-26,2022-05-26,32880
1224116299243,2018-12-18,2019-01-17,31027
9050583051068,2021-05-19,2021-06-18,23389
3733728004582,2022-01-24,2022-02-23,36147
1468864945681,2022-11-02,2022-12-02,29377
6419743407337,2022-11-09,2022-12-09,36090
5806909936700,2019-05-13,2019-06-12,10183
2906235500118,2018-07-16,2018-08-15,21865
4175123729155,2021-05-31,2021-06-30,46811
8426458232398,2019-05-31,2019-06-30,28009
5471642692536,2019-08-28,2019-09-27,8221
0041100002563,2018-06-25,2018-07-25,23425
1250259475428,2018-07-20,2018-08-19,23997
1571168233535,2021-02-20,2021-03-22,43863
0530027791808,2019-03-03,2019-04-02,32686
1869408470988,2020-09-17,2020-10-17,23332
8890084437739,2022-08-12,2022-09-11,36950
2558754358215,2018-02-03,2018-03-05,33238
8594421434633,2019-02-05,2019-03-07,12391
0809486957965,2022-04-30,2022-05-30,7126
7722755263181,2018-05-03,2018-06-02,17908
8218515815992,2019-08-29,2019-09-28,15000
4150779995505,2020-03-28,2020-04-27,37890
3005045138326,2021-11-27,2021-12-27,26201
3524937342127,2022-06-06,2022-07-06,38733
1177935200030,2022-02-28,2022-03-30,14288
8417430629824,2019-09-15,2019-10-15,16492
9797111358885,2021-01-05,2021-02-04,45053
2877778985604,2020-01-29,2020-02-28,23684
8655347273246,2021-01-25,2021-02-24,17345
1515214599794,2021-06-13,2021-07-13,44774
0400740660470,2019-05-14,2019-06-13,24692
7932392193219,2020-09-09,2020-10-09,36357
8585263035652,2021-05-07,2021-06-06,44226
0628279319144,2019-02-23,2019-03-25,47449
8234363060414,2019-10-19,2019-11-18,26501
6972906840605,2018-12-26,2019-01-25,12297
8110132288602,2020-07-06,2020-08-05,24299
3695005111959,2019-04-30,2019-05-30,12391
2845281766713,2021-05-19,2021-06-18,7862
3143068524129,2018-07-02,2018-08-01,17958
5603057823377,2020-04-05,2020-05-05,20649
9071814095866,2018-12-17,2019-01-16,38499
5710937609393,2022-08-20,2022-09-19,31954
6468806497419,2018-03-05,2018-04-04,49770
8154305284343,2022-05-04,2022-06-03,12403
2214342400840,2022-07-13,2022-08-12,15321
1555990991757,2020-03-21,2020-04-20,12636
9380726383146,2021-05-19,2021-06-18,31420
4212865738080,2018-05-25,2018-06-24,46763
9035318480894,2020-05-20,2020-06-19,47225
3337462893879,2020-05-24,2020-06-23,39626
8866145363590,2019-04-08,2019-05-08,16236
7938565087019,2021-05-01,2021-05-31,30366
9154669853505,2019-08-01,2019-08-31,33933
9809730473075,2019-02-28,2019-03-30,5566
5088655536940,2022-02-15,2022-03-17,42330
0869064890657,2020-09-13,2020-10-13,21500
5919330954882,2020-09-08,2020-10-08,21956
0856827742865,2019-05-05,2019-06-04,31927
2233321914284,2019-05-26,2019-06-25,16011
2967635635466,2020-06-29,2020-07-29,6902
5714542945266,2018-05-05,2018-06-04,15061
6661309284863,2018-05-20,2018-06-19,44730
2791548542753,2019-11-23,2019-12-23,20188
6704294993263,2021-05-17,2021-06-16,12266
3447613376547,2018-12-18,2019-01-17,17922
1453075646601,2018-03-16,2018-04-15,7972
2034482126277,2018-01-11,2018-02-10,37621
7132852581826,2022-09-16,2022-10-16,15706
9689264307875,2018-05-24,2018-06-23,44060
8766529852736,2020-03-21,2020-04-20,17836
5914331806208,2022-10-12,2022-11-11,11837
2836562746395,2022-11-09,2022-12-09,32805
7945125024551,2019-04-02,2019-05-02,24725
8256228611609,2018-05-08,2018-06-07,21603
5565594594137,2019-02-24,2019-03-26,21074
3371515753741,2018-04-03,2018-05-03,49179
1451819013870,2022-01-28,2022-02-27,44980
9170835811308,2020-09-20,2020-10-20,23770
8705130977551,2020-11-04,2020-12-04,23496
4687360968360,2018-10-04,2018-11-03,33535
0839260853176,2019-06-09,2019-07-09,46606
5233974566325,2021-03-03,2021-04-02,11744
8814225351463,2018-01-18,2018-02-17,25726
7181635056440,2018-11-02,2018-12-02,26949
4614930094877,2020-05-02,2020-06-01,47098
9892328330959,2021-03-16,2021-04-15,8657
8094596858659,2021-06-20,2021-07-20,18039
2578110824284,2022-10-02,2022-11-01,30166
4317792779240,2022-02-05,2022-03-07,24529
4602588310616,2022-08-09,2022-09-08,20211
0478548774422,2020-09-19,2020-10-19,40510
8778536888141,2021-01-04,2021-02-03,40378
1188449500370,2021-10-14,2021-11-13,16133
8751601799535,2021-10-08,2021-11-07,20311
6952792586689,2020-05-23,2020-06-22,11338
1011205744926,2018-07-22,2018-08-21,25508
3209016240258,2019-09-16,2019-10-16,29987
9716257861219,2018-07-21,2018-08-20,31418
5023444201661,2018-08-15,2018-09-14,29895
0258642679126,2018-02-01,2018-03-03,24498
3794843997951,2019-08-01,2019-08-31,8621
0338137910825,2022-07-05,2022-08-04,26924
2327565238050,2022-08-10,2022-09-09,32233
5609290448889,2020-06-07,2020-07-07,22074
6693583700883,2021-02-18,2021-03-20,14051
1764602977458,2019-06-11,2019-07-11,47665
4140766951553,2019-10-23,2019-11-22,22730
5358205449861,2020-12-20,2021-01-19,6056
2519509984509,2018-02-03,2018-03-05,29597
0800720721816,2021-01-19,2021-02-18,11450
6432142874142,2018-09-24,2018-10-24,18555
8266316550444,2018-08-16,2018-09-15,5579
2442165300454,2018-02-06,2018-03-08,46251
1250333377648,2021-07-09,2021-08-08,5636
9372263448594,2019-02-11,2019-03-13,39523
4140412206778,2020-06-19,2020-07-19,46040
3369850016522,2021-02-22,2021-03-24,46778
8165231150138,2019-08-20,2019-09-19,8021
2771729267798,2021-09-18,2021-10-18,46763
5359843243873,2019-09-29,2019-10-29,11574
0667908248004,2021-03-21,2021-04-20,37799
5757224641940,2022-06-10,2022-07-10,40799
1108501263821,2021-04-04,2021-05-04,29660
5811175468855,2021-03-05,2021-04-04,35240
8844060948603,2019-01-17,2019-02-16,45381
8447677496835,2021-04-17,2021-05-17,42700
2004258207479,2018-07-13,2018-08-12,32165
9539630714410,2018-12-12,2019-01-11,5927
5900629334454,2022-10-15,2022-11-14,6054
4098300129992,2021-06-01,2021-07-01,28699
2061663051509,2018-07-23,2018-08-22,22547
9338535646259,2022-06-19,2022-07-19,47745
9907329443598,2021-11-24,2021-12-24,48782
1495807761695,2019-05-03,2019-06-02,43811
9140941462633,2018-03-30,2018-04-29,9833
4348413437928,2021-05-12,2021-06-11,15213
4906160070821,2019-07-14,2019-08-13,34783
1583496410748,2019-07-22,2019-08-21,47870
1000864996470,2020-05-08,2020-06-07,38301
0126738511691,2018-10-27,2018-11-26,12493
1262167390311,2019-04-22,2019-05-22,45585
6166661698506,2022-06-23,2022-07-23,42588
2977532569597,2020-03-01,2020-03-31,39026
5083351660302,2018-08-05,2018-09-04,43828
9121792657911,2022-05-19,2022-06-18,35924
2595665317658,2020-10-06,2020-11-05,47060
0738729283427,2021-07-09,2021-08-08,29904
8957048935646,2021-01-07,2021-02-06,34399
2266279668237,2019-06-02,2019-07-02,33711
8301158508984,2021-01-04,2021-02-03,38707
4261557635732,2020-01-30,2020-02-29,12985
8673692240263,2018-11-21,2018-12-21,16824
6365487087215,2022-10-13,2022-11-12,49723
5198210674908,2019-12-05,2020-01-04,43488
8600352329945,2022-04-15,2022-05-15,13931
3652943563110,2022-10-28,2022-11-27,39251
8367076945225,2019-06-05,2019-07-05,19019
0755670859853,2018-08-09,2018-09-08,26428
5588301484200,2021-03-26,2021-04-25,7303
0716954702791,2022-03-28,2022-04-27,5572
6941728991314,2022-02-14,2022-03-16,44871
5319764746150,2022-05-25,2022-06-24,37075
7079893146938,2021-03-13,2021-04-12,8760
8793024793035,2020-06-09,2020-07-09,20367
1201795518469,2018-06-15,2018-07-15,38364
6670639619702,2021-04-23,2021-05-23,22131
1085449133068,2019-12-03,2020-01-02,31882
4989523583220,2022-10-19,2022-11-18,16415
6540908817293,2020-09-05,2020-10-05,13412
1209310996488,2019-04-22,2019-05-22,38949
4379595425571,2019-05-20,2019-06-19,48451
9070847080917,2022-09-20,2022-10-20,49389
6089158270538,2018-04-15,2018-05-15,26724
2484955650073,2019-12-27,2020-01-26,10945
2024226157780,2021-01-01,2021-01-31,11899
7957946093791,2018-10-14,2018-11-13,20194
3372554287440,2021-06-20,2021-07-20,22378
0382020448704,2019-12-16,2020-01-15,23436
4514876846724,2021-12-11,2022-01-10,45644
5659599459680,2021-03-09,2021-04-08,11459
9627294558683,2022-08-27,2022-09-26,41783
6631508963807,2019-01-26,2019-02-25,37886
6209727975422,2019-09-08,2019-10-08,49195
7217061156321,2022-04-30,2022-05-30,29621
7716373778059,2018-03-28,2018-04-27,26347
7330176480690,2018-05-07,2018-06-06,27831
7318463164690,2018-03-05,2018-04-04,45625
0575994386206,2021-08-08,2021-09-07,42916
7105301484566,2022-07-12,2022-08-11,29355
2976068335348,2021-11-24,2021-12-24,48917
8891240980373,2019-01-08,2019-02-07,38362
5113357646779,2022-10-21,2022-11-20,20743
0139287407223,2020-05-29,2020-06-28,47338
6722315736163,2019-10-29,2019-11-28,10640
3101271761335,2018-10-13,2018-11-12,14706
2945127016382,2022-01-02,2022-02-01,20754
2155013892208,2020-08-31,2020-09-30,18057
3768197006652,2018-10-10,2018-11-09,5535
8967230849927,2018-07-18,2018-08-17,37812
1704488796361,2020-12-29,2021-01-28,13045
5685320541652,2018-04-24,2018-05-24,45132
2266650466308,2019-11-14,2019-12-14,41933
2484743955106,2018-12-08,2019-01-07,6750
5977373347856,2018-10-14,2018-11-13,25744
9135440969325,2021-06-18,2021-07-18,21966
9432208625289,2020-05-29,2020-06-28,46160
2950247959495,2021-05-11,2021-06-10,28367
3040545034655,2022-02-06,2022-03-08,32636
3280138255603,2018-11-26,2018-12-26,15091
0051199990320,2020-05-12,2020-06-11,23983
2380288940136,2020-01-05,2020-02-04,30516
8531635973480,2020-04-28,2020-05-28,43684
1779877380476,2022-07-17,2022-08-16,7365
8371824265732,2019-10-31,2019-11-30,42774
9705752868625,2022-07-14,2022-08-13,18510
9832548797545,2018-04-25,2018-05-25,41371
8288371871388,2022-04-17,2022-05-17,18605
6107767880983,2018-02-27,2018-03-29,18864
6191536001396,2021-11-01,2021-12-01,49289
5180822735054,2018-01-09,2018-02-08,9884
3985878670838,2019-11-26,2019-12-26,12102
3981158195336,2018-09-09,2018-10-09,26340
0457523968360,2022-01-11,2022-02-10,49620
2894791148250,2020-02-01,2020-03-02,9759
9086691718371,2020-11-04,2020-12-04,21613
2881233321739,2018-06-06,2018-07-06,48207
8438382726379,2022-03-31,2022-04-30,43708
5702620581888,2018-11-23,2018-12-23,48207
3455556176902,2020-10-19,2020-11-18,22091
6482630010415,2019-04-27,2019-05-27,44111
6210324131340,2018-03-15,2018-04-14,37287
5542152012135,2021-10-04,2021-11-03,36849
3874259170176,2019-10-20,2019-11-19,48793
5901816649993,2018-08-24,2018-09-23,11640
1451910180655,2021-08-16,2021-09-15,48072
9972748266226,2021-07-21,2021-08-20,12096
2757958950724,2022-07-26,2022-08-25,12694
5906844216773,2018-02-15,2018-03-17,17379
2892172123780,2021-12-26,2022-01-25,48391
3180945515047,2022-02-18,2022-03-20,24374
5067244364027,2018-05-07,2018-06-06,5922
6836892013569,2022-10-05,2022-11-04,19180
5371099634717,2021-06-14,2021-07-14,21606
4491932760968,2020-11-26,2020-12-26,21661
0578675816481,2021-02-06,2021-03-08,12534
0009964290618,2018-09-11,2018-10-11,24888
4984717264947,2021-07-05,2021-08-04,21498
7055856323028,2019-10-19,2019-11-18,35909
8639210407976,2018-01-09,2018-02-08,45162
8622408399641,2022-07-17,2022-08-16,43776
5248497557132,2020-09-12,2020-10-12,12424
6717028662670,2020-03-02,2020-04-01,45434
3468551982454,2019-02-08,2019-03-10,32733
8663186830612,2020-06-05,2020-07-05,5139
5288138922349,2020-06-02,2020-07-02,21991
6564690348162,2019-12-14,2020-01-13,8717
8736865591149,2019-11-22,2019-12-22,29781
3308316020901,2021-08-10,2021-09-09,7460
2122591322267,2019-02-08,2019-03-10,32272
6251554246022,2022-09-20,2022-10-20,19010
8741824645313,2021-01-03,2021-02-02,46012
9000881563725,2018-01-21,2018-02-20,33840
7098248400587,2021-02-06,2021-03-08,39894
5570157690164,2019-10-30,2019-11-29,15520
2882930693808,2018-09-23,2018-10-23,23320
9781091642263,2022-03-21,2022-04-20,5010
7220875121553,2022-11-15,2022-12-15,28078
9984675138422,2020-08-29,2020-09-28,40939
4069097979336,2018-05-23,2018-06-22,34393
5144782378737,2020-06-14,2020-07-14,18286
6963963554550,2019-03-20,2019-04-19,43471
7543437719914,2020-12-09,2021-01-08,43380
8881192364208,2022-06-27,2022-07-27,37750
9266866435511,2022-10-20,2022-11-19,5511
2058431354115,2021-09-23,2021-10-23,47664
0591436329150,2020-10-10,2020-11-09,25753
7191662144768,2022-05-21,2022-06-20,6223
0360183952399,2022-03-19,2022-04-18,16617
6682665286346,2022-05-27,2022-06-26,15649
7399366047440,2022-05-26,2022-06-25,45835
0912014586275,2019-10-06,2019-11-05,5731
6931355645735,2018-10-23,2018-11-22,30089
6061978054352,2019-06-20,2019-07-20,6032
2045957156569,2018-10-16,2018-11-15,35593
3529683170956,2019-08-22,2019-09-21,42031
9082285050698,2022-10-30,2022-11-29,6060
5773602438971,2018-08-15,2018-09-14,37078
5778275890194,2022-01-18,2022-02-17,35631
3091565652220,2019-09-24,2019-10-24,11043
0446532751063,2019-08-26,2019-09-25,44288
2635936460680,2022-08-19,2022-09-18,7456
6103822969136,2019-10-23,2019-11-22,26572
6915720977287,2022-06-03,2022-07-03,28087
6860824018933,2018-08-06,2018-09-05,37661
9700587884604,2019-02-01,2019-03-03,22966
6887799637587,2022-06-28,2022-07-28,20611
0475865843251,2020-01-08,2020-02-07,38944
6987514801986,2018-08-18,2018-09-17,48266
4039219138620,2018-11-25,2018-12-25,45456
2129504020111,2020-09-10,2020-10-10,29820
3738226065295,2020-07-01,2020-07-31,47463
9139903067818,2019-09-17,2019-10-17,20592
4417929804231,2022-10-17,2022-11-16,7007
4029348869182,2018-09-05,2018-10-05,48578
1383891438220,2020-01-23,2020-02-22,17268
4954094704930,2019-12-16,2020-01-15,11342
8314521800370,2020-12-17,2021-01-16,13558
6800499633628,2019-06-23,2019-07-23,21501
2904928019497,2019-08-23,2019-09-22,42960
8069398089723,2020-01-28,2020-02-27,11915
2242190315108,2020-12-02,2021-01-01,28983
7639843541581,2021-09-30,2021-10-30,26665
3585437512762,2020-12-05,2021-01-04,9400
9449400198060,2018-02-12,2018-03-14,48563
3011952884782,2019-04-04,2019-05-04,48530
7325490785408,2020-05-10,2020-06-09,15165
3169027697994,2021-02-28,2021-03-30,19228
1817695915156,2020-08-28,2020-09-27,8491
0261058632852,2018-03-17,2018-04-16,10058
5782318096337,2022-05-08,2022-06-07,19329
0199286336641,2018-10-31,2018-11-30,21434
1915007197747,2022-01-26,2022-02-25,34807
6720302561941,2021-06-04,2021-07-04,45458
8792361153946,2019-03-03,2019-04-02,47911
5570584374026,2021-01-15,2021-02-14,8826
9001287319374,2020-08-13,2020-09-12,21503
3077209078991,2019-10-17,2019-11-16,20055
2507170659741,2018-01-28,2018-02-27,40089
7958476992776,2018-09-11,2018-10-11,43103
0273509319779,2018-07-02,2018-08-01,16601
1571208898700,2018-05-23,2018-06-22,31418
3540016019759,2018-03-02,2018-04-01,13923
7217523455375,2021-07-15,2021-08-14,22557
8476272416856,2018-02-17,2018-03-19,29165
9951138561868,2018-05-13,2018-06-12,18361
5672692183573,2021-11-26,2021-12-26,42150
2315483697677,2022-07-16,2022-08-15,38789
3843229562259,2021-03-22,2021-04-21,13971
4572734600925,2021-03-02,2021-04-01,36173
6292352247347,2019-12-14,2020-01-13,45131
6341024210605,2021-02-15,2021-03-17,6700
3448358749054,2020-05-24,2020-06-23,32503
0108993401726,2019-11-23,2019-12-23,37711
6011408025797,2018-07-02,2018-08-01,24545
1996024251407,2022-08-06,2022-09-05,12323
0608927702733,2018-10-14,2018-11-13,38181
7688550751929,2021-07-16,2021-08-15,33205
2569865007428,2022-05-22,2022-06-21,47793
4273372977058,2018-09-17,2018-10-17,31866
5483249750663,2020-12-16,2021-01-15,28988
0846973821033,2019-01-28,2019-02-27,28946
8674556021004,2019-09-29,2019-10-29,36198
0086942472501,2021-03-12,2021-04-11,22092
0723974610326,2022-02-23,2022-03-25,5393
9243616927809,2021-08-06,2021-09-05,30830
7540718250517,2019-08-02,2019-09-01,17884
6837004027726,2018-01-27,2018-02-26,32120
2178251485834,2020-04-02,2020-05-02,23929
5031189039937,2018-03-19,2018-04-18,12969
8189588454183,2021-12-26,2022-01-25,32854
8668357648133,2018-11-20,2018-12-20,49167
9898669895256,2018-12-08,2019-01-07,5790
1062948408569,2018-09-16,2018-10-16,26877
4540489926768,2019-03-26,2019-04-25,17727
8664955268216,2018-04-03,2018-05-03,25259
4481201945110,2022-08-24,2022-09-23,24079
5826602174438,2018-11-26,2018-12-26,49453
4060805449943,2018-06-14,2018-07-14,35653
1516649360140,2018-12-11,2019-01-10,6088
5885100095966,2021-06-03,2021-07-03,33697
8417613407515,2020-06-07,2020-07-07,24426
2798452605741,2019-01-16,2019-02-15,19373
8817185949978,2021-07-07,2021-08-06,30712
9425340350232,2019-11-28,2019-12-28,9763
4951990321797,2021-03-29,2021-04-28,10080
5849594605575,2021-02-17,2021-03-19,45384
9808319471778,2019-03-22,2019-04-21,37658
3011317750905,2019-03-03,2019-04-02,43061
5265503389068,2019-01-24,2019-02-23,47200
3902021940105,2021-11-21,2021-12-21,11420
4637504190645,2020-09-15,2020-10-15,15292
1671158839348,2021-12-04,2022-01-03,49879
9378870838568,2019-12-20,2020-01-19,43905
5367003460848,2018-03-06,2018-04-05,35169
5669063642791,2021-11-02,2021-12-02,8706
0159112582512,2020-12-09,2021-01-08,17293
4167958965327,2020-05-01,2020-05-31,42130
7027722962112,2021-04-12,2021-05-12,15379
3638093797988,2022-02-03,2022-03-05,7387
2514555805006,2018-02-14,2018-03-16,49915
7950827541206,2021-01-26,2021-02-25,12735
9177362083086,2021-10-24,2021-11-23,15483
0592380652264,2021-01-20,2021-02-19,9644
5397739796140,2018-11-30,2018-12-30,47111
6919838362683,2019-02-27,2019-03-29,6744
8273724183850,2020-06-05,2020-07-05,8731
7669312508319,2018-05-15,2018-06-14,31354
1048185523449,2020-12-01,2020-12-31,20496
8265116054497,2020-09-26,2020-10-26,48700
2385807583580,2022-03-24,2022-04-23,47337
8990468069225,2022-03-13,2022-04-12,15027
9292353661880,2022-01-09,2022-02-08,5709
1474499232058,2019-02-24,2019-03-26,13721
1081024260273,2022-09-03,2022-10-03,39604
6038117146285,2022-06-23,2022-07-23,23742
5596375858414,2021-08-21,2021-09-20,17388
2230458189028,2020-08-23,2020-09-22,29351
3147621503934,2021-06-10,2021-07-10,40549
1222406680184,2020-06-16,2020-07-16,32718
0313906779520,2022-04-16,2022-05-16,5342
9147696054144,2022-06-23,2022-07-23,27018
0850064377088,2022-10-07,2022-11-06,5719
9628838722928,2021-12-21,2022-01-20,39649
4280500209479,2022-11-11,2022-12-11,19066
1632921874034,2018-11-20,2018-12-20,6394
7437105331105,2020-09-25,2020-10-25,30047
3148194010140,2018-04-10,2018-05-10,8410
3230407095041,2020-10-09,2020-11-08,6811
5555539658208,2021-07-22,2021-08-21,32901
7350676220015,2018-10-29,2018-11-28,23597
1164312099516,2020-09-20,2020-10-20,12542
8048614677166,2021-03-02,2021-04-01,41758
6710083341757,2020-12-31,2021-01-30,7998
9547657078989,2019-01-03,2019-02-02,49460
0953290252539,2019-11-07,2019-12-07,18230
5920222742272,2022-01-27,2022-02-26,10915
8279845932285,2022-05-10,2022-06-09,44834
2208945998507,2019-02-27,2019-03-29,10306
4153097284962,2019-04-26,2019-05-26,7308
9669665732858,2019-11-17,2019-12-17,36168
8055057916561,2021-12-11,2022-01-10,39858
8252737427632,2019-04-04,2019-05-04,21490
8156845662247,2018-03-11,2018-04-10,41822
4605380960102,2022-10-19,2022-11-18,11039
3363734167249,2022-04-30,2022-05-30,29715
5284502713520,2019-01-08,2019-02-07,7377
2181755514542,2018-12-08,2019-01-07,48168
7110722106065,2018-04-22,2018-05-22,12611
2437542890369,2019-07-05,2019-08-04,24719
8357129823488,2021-12-24,2022-01-23,27367
8171284306743,2022-02-13,2022-03-15,43831
7841101958592,2021-05-30,2021-06-29,7150
3527545233511,2022-10-26,2022-11-25,19204
0839629826193,2020-12-29,2021-01-28,48604
5566078166284,2021-01-26,2021-02-25,10678
6061639102835,2021-08-02,2021-09-01,46297
1066143773453,2019-04-14,2019-05-14,14984
9659824241796,2020-09-23,2020-10-23,23858
5791579090145,2021-10-11,2021-11-10,5285
0307564118326,2018-12-12,2019-01-11,18327
5639619521283,2020-06-16,2020-07-16,47079
8514474102150,2018-03-22,2018-04-21,30278
1935868827461,2021-11-19,2021-12-19,13326
4610127986741,2022-10-14,2022-11-13,47369
1302569270528,2022-04-06,2022-05-06,33815
8149953222724,2020-10-12,2020-11-11,6410
0196249091678,2018-04-05,2018-05-05,6913
0581549836638,2020-05-03,2020-06-02,12397
0424242977744,2020-08-16,2020-09-15,44993
8584027697372,2022-05-23,2022-06-22,26352
2671108208407,2021-12-21,2022-01-20,46341
8281048454075,2018-08-19,2018-09-18,21698
8427554102714,2019-01-27,2019-02-26,38593
8712581239763,2021-11-02,2021-12-02,44584
4801859507971,2021-08-09,2021-09-08,18124
7523177341729,2021-08-18,2021-09-17,36415
5922876727629,2019-05-22,2019-06-21,19382
6873973928633,2018-10-20,2018-11-19,36956
4398284525774,2019-12-03,2020-01-02,23414
3453415595246,2021-11-10,2021-12-10,34293
3292156023881,2022-09-19,2022-10-19,11091
0673422836313,2022-04-01,2022-05-01,39655
8944527883987,2019-09-20,2019-10-20,21067
7888699421664,2019-02-14,2019-03-16,40121
0728994281907,2018-01-02,2018-02-01,27313
4961907807139,2022-02-13,2022-03-15,11142
5665723616171,2018-11-19,2018-12-19,44352
8778804445861,2022-04-16,2022-05-16,22160
0349350842671,2019-10-31,2019-11-30,10259
4107334707684,2020-09-05,2020-10-05,15481
4539547537602,2022-09-24,2022-10-24,23557
2162445425164,2022-01-19,2022-02-18,38209
9785886486414,2019-10-19,2019-11-18,5276
4677199498596,2021-12-10,2022-01-09,38233
4075232803282,2018-01-06,2018-02-05,42721
5442192678813,2020-10-09,2020-11-08,49518
7400499800359,2021-01-23,2021-02-22,19670
5846515790143,2019-08-25,2019-09-24,35521
3126901980375,2021-08-03,2021-09-02,30335
3423493895996,2021-06-21,2021-07-21,6032
2784880509546,2019-03-05,2019-04-04,16387
7988755162682,2021-07-10,2021-08-09,14175
2560319209313,2018-10-08,2018-11-07,46079
8482040927318,2020-06-25,2020-07-25,20200
2309342466658,2018-05-23,2018-06-22,7024
3541730579130,2022-10-29,2022-11-28,20011
5406259746778,2020-11-23,2020-12-23,16959
2388293848492,2022-04-22,2022-05-22,42186
0304718606814,2019-09-19,2019-10-19,31550
0275232269901,2022-06-11,2022-07-11,7054
5507596297708,2020-05-03,2020-06-02,45540
6808574531159,2022-10-23,2022-11-22,10366
8059652051603,2022-05-30,2022-06-29,29755
1007860787132,2019-12-29,2020-01-28,26769
9889713291773,2021-02-25,2021-03-27,20403
6851216749023,2021-11-17,2021-12-17,29309
3892633714648,2020-11-24,2020-12-24,7632
8954445862254,2021-03-28,2021-04-27,29524
2079955021734,2020-01-16,2020-02-15,12229
2066830706855,2019-10-14,2019-11-13,42398
9515105028237,2021-10-05,2021-11-04,28960
7862923411171,2018-04-21,2018-05-21,24285
4944199504139,2022-07-19,2022-08-18,28596
0343689690842,2019-07-02,2019-08-01,14972
6667211318696,2020-01-24,2020-02-23,15353
5414156527062,2022-06-09,2022-07-09,5156
4781905779241,2020-10-28,2020-11-27,44328
2215165587350,2021-12-09,2022-01-08,14240
4680136452421,2020-02-24,2020-03-25,26154
2148981913327,2019-01-22,2019-02-21,42967
9566405689833,2021-11-19,2021-12-19,48907
2208499451411,2018-03-22,2018-04-21,20549
5773857771656,2022-02-17,2022-03-19,5154
0612197187978,2022-11-10,2022-12-10,7502
9728880151858,2022-11-06,2022-12-06,21234
9640019609934,2021-11-20,2021-12-20,32398
2131309511756,2021-04-06,2021-05-06,25961
2215514478667,2021-02-06,2021-03-08,23480
1887090025965,2018-07-04,2018-08-03,27034
8192356005098,2018-04-08,2018-05-08,24800
1527363024577,2019-10-14,2019-11-13,14960
4265416733058,2020-05-11,2020-06-10,10837
9583129169328,2020-07-26,2020-08-25,28253
7264697588378,2021-06-10,2021-07-10,20463
7410616750818,2019-02-09,2019-03-11,26540
8297143548779,2019-09-17,2019-10-17,37348
2844363528713,2019-07-28,2019-08-27,16408
7685371794845,2020-12-08,2021-01-07,46346
6064195994333,2020-06-14,2020-07-14,45358
6171803062619,2019-08-31,2019-09-30,32815
4290994186606,2022-05-15,2022-06-14,24005
0742159367060,2018-05-20,2018-06-19,23843
9350591637583,2019-05-20,2019-06-19,19108
3746913074857,2022-03-29,2022-04-28,9697
0369408552406,2018-02-14,2018-03-16,42458
6345968067165,2018-06-17,2018-07-17,8995
5608385732872,2018-03-19,2018-04-18,10776
5451831703137,2020-07-25,2020-08-24,10290
5429875782890,2022-10-06,2022-11-05,6809
4153688691698,2021-02-03,2021-03-05,6537
0153039904730,2021-09-10,2021-10-10,47201
3745593555380,2020-01-24,2020-02-23,39208
4793521615216,2020-09-03,2020-10-03,34256
6848927701341,2018-04-20,2018-05-20,20055
4696427223991,2022-04-10,2022-05-10,19073
8603961107997,2019-07-30,2019-08-29,22267
4483255926763,2020-09-08,2020-10-08,25631
5514991120593,2019-01-29,2019-02-28,11032
7000276557089,2018-08-10,2018-09-09,14188
3456321786005,2018-03-31,2018-04-30,17825
6742853619742,2018-02-20,2018-03-22,44570
8704201853312,2021-07-16,2021-08-15,31929
9670534790602,2020-07-15,2020-08-14,36848
6597523169955,2021-10-10,2021-11-09,13609
0507107112020,2020-11-28,2020-12-28,30557
4231982115284,2020-05-12,2020-06-11,22475
3705133135137,2020-01-02,2020-02-01,46268
5053111304005,2019-05-20,2019-06-19,29086
0026576510347,2020-06-30,2020-07-30,39134
6176405531686,2019-08-07,2019-09-06,27955
6483149086687,2021-10-09,2021-11-08,36620
5091752017151,2019-08-12,2019-09-11,9369
0500902471156,2021-12-09,2022-01-08,21074
6317411247721,2019-01-03,2019-02-02,38373
7265532867955,2022-08-15,2022-09-14,47357
8770160815388,2022-02-08,2022-03-10,13353
7907419868852,2021-12-30,2022-01-29,31376
9982460719351,2020-09-03,2020-10-03,6905
3460330033791,2018-10-15,2018-11-14,21237
4893096784062,2022-01-04,2022-02-03,34636
9122001656190,2022-04-19,2022-05-19,42764
3520088230931,2021-05-17,2021-06-16,47584
0595711744836,2022-07-13,2022-08-12,41201
4868955649424,2021-06-04,2021-07-04,35930
9848981101825,2021-09-08,2021-10-08,49267
7166240283276,2019-10-20,2019-11-19,15121
9267453961710,2020-05-20,2020-06-19,31610
2445607624385,2018-02-22,2018-03-24,11988
1812120000018,2020-12-20,2021-01-19,41756
1982745475055,2019-05-26,2019-06-25,36703
7977313113136,2022-03-09,2022-04-08,13982
5369984938224,2019-05-17,2019-06-16,46111
9037852688125,2021-01-31,2021-03-02,9199
4127779968693,2018-10-12,2018-11-11,16326
0709517206980,2020-04-20,2020-05-20,5905
7238918225823,2019-01-26,2019-02-25,39546
3612772566362,2022-09-15,2022-10-15,15398
3217227432874,2020-02-13,2020-03-14,30395
1435260639650,2018-12-22,2019-01-21,12874
9903614131409,2018-08-23,2018-09-22,34513
