DeliveryID,Scheduled_time,Actual_time,Cost,Handled_ComID,Deliverd_ToID
3356458532615,2020-06-28,2020-06-27,3856,52908507,0524298776480
0995660779222,2019-08-14,2019-08-15,4582,02123523,9188390981961
6266457050652,2021-03-20,2021-03-20,2827,79970570,3118796063196
2065212009362,2018-04-23,2018-04-23,1993,47510630,7056462750369
8099295752604,2014-12-07,2014-12-09,2298,86230001,9069062110134
6259507744144,2022-08-20,2022-08-22,3904,09265295,0591809566939
2759170914775,2017-01-19,2017-01-19,1547,51944100,3163936200702
6887869907206,2022-04-06,2022-04-06,4313,82442347,1186928200339
2612599141989,2014-02-08,2014-02-08,3576,59875109,9336440545728
3383299382437,2019-10-06,2019-10-08,3230,20747008,5681438284733
1517579532348,2011-08-30,2011-08-31,4830,42435822,2176016066489
6843852411211,2021-06-10,2021-06-08,3247,59617860,6352408927927
7784778573739,2019-10-27,2019-10-28,2799,02683706,2528189593505
2816498792215,2022-06-16,2022-06-17,3133,78638877,9049961006622
5889281158267,2013-05-04,2013-05-02,2950,34658161,9900935144620
7074890372397,2014-09-26,2014-09-26,2488,56895209,6947523615837
6623265330596,2014-10-17,2014-10-17,1728,31963121,9559353366789
6606057198215,2011-04-04,2011-04-02,4544,47885462,5476705101550
4037206811273,2013-10-03,2013-10-05,3412,85589100,6714601950261
0781746259234,2018-12-17,2018-12-19,4493,58428344,1138836675839
8070863429067,2011-07-09,2011-07-10,2522,63235883,6094403845928
7231964465793,2019-03-06,2019-03-06,3613,13432096,2268307167491
7363578396641,2018-02-16,2018-02-14,4382,85477377,4744871971187
4569664959964,2013-11-17,2013-11-17,4881,11148289,8480094344815
0628454566585,2011-02-14,2011-02-13,4185,70677331,4213787602008
2271979018039,2022-07-15,2022-07-17,1642,64168227,5532519271534
1427075421292,2022-04-18,2022-04-17,4502,29959020,5863253196501
1680746340814,2014-08-15,2014-08-16,4213,54832558,6935069042910
4097339806560,2017-12-27,2017-12-29,1483,09123830,1292821668401
1699255191664,2013-03-04,2013-03-03,1066,68103255,7104126017447
1982433383891,2013-01-15,2013-01-13,1285,82984595,2513344877859
4085818441340,2018-01-05,2018-01-03,3170,31816113,4665301789496
5475083341732,2018-04-09,2018-04-09,3155,93185592,1082669354723
3990774466034,2013-05-21,2013-05-19,1378,78054561,4567825811311
2752285772124,2018-05-04,2018-05-04,1189,66736752,2421364093114
2572455971153,2015-02-18,2015-02-18,2084,81751051,8123881745111
0743771478608,2014-11-30,2014-11-30,4276,98294909,2403492970680
1440067083285,2016-10-06,2016-10-05,2602,48491990,2171119968159
5253319636346,2012-12-08,2012-12-06,3910,52443268,3783982224134
1902467518250,2022-11-27,2022-11-27,4595,17972697,8363621010134
9299946674159,2020-12-10,2020-12-10,4859,02897561,9971368541652
7932046030501,2015-06-24,2015-06-22,4310,11948148,1948361330086
2430250571476,2016-10-25,2016-10-26,4913,02776316,3653669088673
7262753636742,2014-03-29,2014-03-30,1291,19335247,8820904545122
2287041349390,2011-01-28,2011-01-27,4863,79835589,2320755895682
1412832848245,2021-10-04,2021-10-06,2259,87836189,8775553472261
6295238417216,2022-03-29,2022-03-27,1915,09140554,4716523270528
8664036408616,2020-12-28,2020-12-26,3903,87405156,2849274974123
1304439657958,2016-12-23,2016-12-25,2758,00133210,6534513058486
3846341962389,2019-09-15,2019-09-16,2562,96654163,3000883640505
1847100484168,2021-05-02,2021-04-30,2837,02140421,3741580256650
8828973777550,2021-01-16,2021-01-14,3071,99615352,8960077793019
6841990934395,2015-01-30,2015-01-30,3897,94949988,0637772196152
5008795868435,2016-08-12,2016-08-14,4167,03527344,4279695791616
2647162513146,2013-05-10,2013-05-11,3575,67967339,4468867848863
3872102224151,2013-08-06,2013-08-08,2219,69535376,0228376830438
9594661859172,2022-09-26,2022-09-25,3726,61544666,9969357284871
5767943174865,2012-01-10,2012-01-10,1254,29027194,5531993486809
5493870372127,2017-09-20,2017-09-19,4015,37378806,9744677011969
6203893006867,2018-10-24,2018-10-23,1004,70806731,1724639405348
5364318787356,2011-12-03,2011-12-04,1989,69096556,3678600751355
9248325704680,2021-07-03,2021-07-05,4521,70562996,0952314730817
1574016979944,2011-01-31,2011-02-01,1811,96152744,1440942566339
6932157769322,2013-04-13,2013-04-14,3551,32431193,1170435100978
4858493141696,2022-11-03,2022-11-03,4569,61328594,7603935952210
9301499792232,2019-09-22,2019-09-23,1210,65257715,6476456471123
8797413845916,2012-01-08,2012-01-07,1350,74885763,8941146146509
7114275577341,2014-04-05,2014-04-06,1470,27562628,3586926606214
2724194904620,2012-02-07,2012-02-08,1495,81296545,2628600702643
0346163471852,2011-05-04,2011-05-05,3321,39448484,4033550455682
2244793193169,2021-01-17,2021-01-16,3787,88405674,5222201519357
7330188300351,2020-09-27,2020-09-28,4959,90530715,1047057443267
6295560160712,2019-02-06,2019-02-04,3626,38211454,0561632000993
0851569160311,2013-07-22,2013-07-20,2270,81069873,2763479317809
1649839931964,2014-08-19,2014-08-18,3716,33185545,5172616043049
1574200682773,2014-10-25,2014-10-27,4477,37193423,4562411017894
3365325086281,2022-01-16,2022-01-16,4824,26779843,6955165402166
6622766127544,2014-05-24,2014-05-26,1990,33004914,0785551863846
1341101334465,2017-10-17,2017-10-17,3319,81959679,2681055110821
8285680447662,2017-12-02,2017-12-02,4398,16296886,2891760831175
5027959748031,2013-05-09,2013-05-11,4371,20365059,7315670519916
3070585937791,2014-08-11,2014-08-12,1311,10458969,1803813034601
1258509261975,2014-04-13,2014-04-12,1141,77940568,0592820679158
7484426330980,2017-03-01,2017-02-27,3597,58304631,5798836477398
1297712481794,2013-12-18,2013-12-18,4347,14342967,6967171567937
3420364350264,2011-03-30,2011-03-28,4139,48215664,1158698561354
9237847927561,2019-11-11,2019-11-09,2501,67896622,2260088710460
1795429937615,2014-06-18,2014-06-19,1581,63564211,4650992406777
6048904186608,2016-04-04,2016-04-04,4914,37860219,1289516711238
5244396141649,2013-04-30,2013-05-01,4949,79280099,1664980793100
1930986251884,2019-06-17,2019-06-15,4405,87673050,8006411880066
6394880132178,2011-03-24,2011-03-25,2429,03136706,7146054370379
1768950515553,2017-06-07,2017-06-06,1789,54652569,0111494304021
6116842761383,2013-12-26,2013-12-28,3143,31390798,0827510140725
8857324334098,2017-07-18,2017-07-16,1729,86363594,6469147362268
1875615362640,2013-06-18,2013-06-17,2161,98884872,5869958172598
9669424179283,2013-12-17,2013-12-18,3099,28827436,2585394111641
1385650506140,2019-05-27,2019-05-29,1900,36996469,1346648165688
3108698718294,2022-05-31,2022-05-29,4579,60342799,8406206494810
6464650248382,2020-06-01,2020-05-31,1008,07450075,5271627670753
7711431059781,2016-05-11,2016-05-10,4203,76222122,3165851050547
2228640868097,2015-02-10,2015-02-08,2828,73541363,1747571666929
8667702128573,2013-02-26,2013-02-25,4480,05602421,9589030861283
3947028886315,2020-10-27,2020-10-28,3699,61942677,1766860880662
7715991512212,2020-10-05,2020-10-07,1820,24446815,4987236995316
1433443105688,2016-12-13,2016-12-12,4853,63637243,0069407471271
8266217863551,2020-05-08,2020-05-10,2343,27291115,6100753016427
3000084812626,2011-08-07,2011-08-07,4288,06581879,4191937032946
9941165671777,2015-10-18,2015-10-18,2626,77836212,8743557903722
9706957898400,2015-02-02,2015-02-02,2277,15082992,7370317347154
7740332830922,2020-12-02,2020-12-04,4557,38273346,6645399243719
1600681113199,2019-12-04,2019-12-04,1123,18771756,7609119719761
8302334980716,2011-11-15,2011-11-14,1722,57957760,1538139803098
1082050400848,2013-05-11,2013-05-13,4179,84982728,4356425221787
9437921779301,2022-01-07,2022-01-05,3011,12191581,0598147966131
2382741577927,2012-09-09,2012-09-09,4572,01599305,0768173539542
6067901260333,2014-06-16,2014-06-15,3888,48057714,1146024478810
3837745159543,2019-11-13,2019-11-12,3937,91164230,2937442137743
9965766134707,2015-12-01,2015-11-29,3014,82272654,5717045543816
7189832409687,2011-06-14,2011-06-15,1917,49342581,7492830018011
5808642695760,2022-07-21,2022-07-23,3250,93482035,3000505716779
3851743524431,2012-11-29,2012-11-30,2351,42676027,3179347102573
5928008262242,2014-04-06,2014-04-06,3788,65206836,7729325273779
6165884343262,2018-06-22,2018-06-24,3637,04356899,7049079826275
7069481929067,2022-12-02,2022-11-30,2651,76497742,9521700183066
1646074374501,2011-09-26,2011-09-25,4678,46691392,2363453800756
3972141307522,2015-11-17,2015-11-18,1061,36756322,6604314247300
3514630091101,2015-10-15,2015-10-16,4988,83340567,7178305218284
0752259295880,2015-08-25,2015-08-25,1546,96910528,5394185978298
4521203372894,2011-10-16,2011-10-16,2369,23897762,9967364175656
2497188673375,2016-10-16,2016-10-15,4155,17232081,3996534050208
6426224569675,2019-05-12,2019-05-13,1223,90604768,7779102117444
2886681108413,2018-12-28,2018-12-29,2971,92498877,4665694122849
7777558112006,2017-12-20,2017-12-19,1539,10925669,2997080885185
5291260825020,2013-01-24,2013-01-26,4319,63206630,9047403291513
3614284943761,2016-09-14,2016-09-16,2397,25987171,3369862914564
4451036206397,2013-04-03,2013-04-02,3755,34144169,9368023710803
6397678556347,2016-02-03,2016-02-05,4257,04522591,2463959549538
9502419663988,2018-02-05,2018-02-07,1967,36909711,9457827380012
7995833374660,2019-08-22,2019-08-20,3702,96777312,4695070395864
2873119247660,2011-08-24,2011-08-23,1756,53094698,6466139148060
3050512479501,2018-04-19,2018-04-21,2664,88508207,0114543937775
6112006606989,2017-11-03,2017-11-04,2792,88746135,6199623031042
1739011829520,2011-06-15,2011-06-14,1972,20257019,7301662552764
8350910923770,2019-01-28,2019-01-30,1683,13747329,3217546948568
6717084184406,2018-03-07,2018-03-07,4100,42532927,1632808892526
3876334695611,2021-06-20,2021-06-22,2189,57835525,4278809749697
8639592501767,2018-02-22,2018-02-21,1118,96642047,5940820019972
0671550879424,2013-10-19,2013-10-17,3564,90673900,8455831744593
0488448002501,2012-03-06,2012-03-07,4863,42013525,1854634940855
4562115246538,2019-03-31,2019-03-29,2462,46329752,5091218367202
5643355135994,2014-07-26,2014-07-24,1737,97632535,9527048971860
7591016869642,2012-05-17,2012-05-18,3575,47612679,0491714081537
4527236784123,2014-11-16,2014-11-18,4194,08997210,2906776097184
4200340172412,2018-09-17,2018-09-19,1172,91009432,9352655689651
3734960349059,2020-07-10,2020-07-10,2277,35360186,2950712617578
9269702204333,2016-03-05,2016-03-06,4024,24185790,8715462653016
0616434559290,2016-06-03,2016-06-03,4964,78060784,7264059773930
2742126259662,2011-12-07,2011-12-07,2069,27917213,0299794711371
6956404461005,2011-08-07,2011-08-08,2962,85547889,0840787260842
3208739349705,2013-08-11,2013-08-10,2371,27196595,6625246182606
7846591595906,2021-03-16,2021-03-14,2341,89265444,6607623864114
6516941729886,2019-08-02,2019-08-04,4008,66500780,6366481188090
7199467576791,2022-08-30,2022-09-01,3120,68393830,8939577871244
4908899412798,2015-06-05,2015-06-03,1107,23225459,3689847171486
5617472542881,2019-06-04,2019-06-05,2419,55183208,6169499368511
3267464957784,2014-01-01,2014-01-01,3177,20935283,3131481531770
6814711690047,2017-08-05,2017-08-05,1586,68690694,7974368101378
9056457513779,2013-05-21,2013-05-22,4472,82358259,3624934411205
4969620590178,2014-04-20,2014-04-22,4106,09544512,3863274035133
6537970047949,2021-07-23,2021-07-21,2822,68160982,6780353893521
0942289795911,2014-08-20,2014-08-22,2209,91078070,0167092653481
6750058978007,2012-01-18,2012-01-18,4933,90051173,3519529946814
7161797331777,2012-09-20,2012-09-21,3067,99467555,0633116186162
2764618008657,2022-12-27,2022-12-25,1324,35244837,9357682318284
6717432504061,2016-10-29,2016-10-27,1958,17773102,4043857748813
9539947817118,2018-06-29,2018-06-27,1490,96527900,2819547943279
0295894153585,2015-01-15,2015-01-15,3984,05425488,5984810750575
8067630239653,2014-07-08,2014-07-10,1222,91020543,1410534536057
9296412549089,2016-06-06,2016-06-06,4703,65505731,3306936443018
7443729893707,2021-08-03,2021-08-01,4473,28279013,5487496474457
0620150052348,2016-12-06,2016-12-06,2081,60247551,2950711608362
0169931879502,2013-11-29,2013-12-01,2685,51892920,8124154527779
4334574417053,2015-07-05,2015-07-04,2013,79549851,0763134158299
4080909289245,2021-05-13,2021-05-15,4858,22521651,5172358429842
2829092185093,2020-11-14,2020-11-12,3662,98129270,8985395755563
5738459875928,2019-05-26,2019-05-24,4278,30590465,5830581264639
3948315076662,2020-04-01,2020-04-02,2641,55014557,9825627164406
6087943218048,2020-02-26,2020-02-27,4457,49140859,9426934742419
5105107857160,2012-06-14,2012-06-16,2803,34441398,0946369089747
7067114200736,2015-12-13,2015-12-12,4674,00173551,5587988001328
5789764725316,2014-05-07,2014-05-07,1346,07129803,9031726223931
3186031276281,2021-01-25,2021-01-23,4401,11014300,6201766307172
4956981738387,2012-12-06,2012-12-08,3079,62769693,6906631872587
7481665316157,2013-05-27,2013-05-26,3651,43938988,3709639126514
4126608890570,2019-11-18,2019-11-18,4646,17949217,3332952196720
9845615684716,2018-10-04,2018-10-04,4666,65954492,3350116211560
1397827070132,2015-12-13,2015-12-15,4021,97462439,0783425205105
8981978134084,2013-03-29,2013-03-31,2813,20669300,1490442802949
3510540872007,2021-01-15,2021-01-14,1140,97084211,2126357925907
4481778304365,2022-03-24,2022-03-26,2142,42176565,3651745998748
4317890216005,2015-01-29,2015-01-30,2539,92938250,9959058896541
9166175043639,2021-04-21,2021-04-23,3753,01910384,9728322431487
2693445310087,2022-09-28,2022-09-29,3939,08433961,2758294500017
8759822501432,2022-11-15,2022-11-15,4067,44434236,2206447259379
6158321625229,2019-12-08,2019-12-10,3811,31292849,7957529440165
7272491214133,2020-06-17,2020-06-19,4214,62929134,1635760801780
0238222676585,2015-08-23,2015-08-25,1015,96369944,8700761000494
0576338210058,2015-11-03,2015-11-05,4985,73241454,1542921893433
1750731686873,2012-11-21,2012-11-21,4005,79094931,7749242294886
4131972481248,2012-07-03,2012-07-01,3638,24693929,7067835140014
8902626669291,2021-08-17,2021-08-16,2458,64242378,9169951916158
2776008213350,2018-09-04,2018-09-03,2304,96234044,9092990470285
3664573283047,2014-08-21,2014-08-22,2858,56682083,9880015062764
1373795473106,2021-02-06,2021-02-05,2748,53997708,7735120806746
8400558360236,2014-09-15,2014-09-14,3925,10362464,6671472598421
6865326031954,2015-08-07,2015-08-08,4090,06352158,1141934120910
5346065732681,2015-05-05,2015-05-06,4301,92442689,5556957776956
0691911790854,2019-02-14,2019-02-13,3454,76855351,0585386905939
5925284581548,2012-03-07,2012-03-06,4421,07843143,7025504017814
4668552233077,2015-08-23,2015-08-22,1137,99359249,3096731681844
4787988317820,2013-05-04,2013-05-05,4746,50254187,7713064267311
0348952922576,2017-10-07,2017-10-09,3140,86075091,9199035319759
8428685333992,2013-12-30,2013-12-29,3571,26864686,9959956557162
8911575331128,2022-12-26,2022-12-25,3150,27852163,7333011564227
4900865069999,2015-04-07,2015-04-09,4893,02674575,8485286768417
6454646000841,2013-06-09,2013-06-09,3556,01411195,1404483818579
5055455997202,2020-06-11,2020-06-10,2265,90097997,3095559025557
8450393775832,2014-01-17,2014-01-17,4945,51240530,2498886770953
1580379811074,2016-04-07,2016-04-06,3394,98344574,4373295307809
8007195689043,2016-08-18,2016-08-17,1649,17364201,6987158035105
8149309973348,2022-10-28,2022-10-29,4220,88036069,4446509385310
0421118105980,2021-09-06,2021-09-07,2678,93009904,7086921334779
1825404759540,2017-09-18,2017-09-17,1903,56516555,9388451776424
5562119815081,2011-04-04,2011-04-02,1417,69327162,2057579291436
0108730142400,2022-02-13,2022-02-13,1601,86884211,8983971035733
7197258410262,2015-09-07,2015-09-06,3302,13992644,2936756165183
7242337439471,2022-07-03,2022-07-03,1572,78763661,9600889425911
4517135915049,2019-12-11,2019-12-11,1856,94185751,7473360768089
7732086802683,2016-02-24,2016-02-24,3377,50842384,6139649508517
8565522481659,2016-12-06,2016-12-07,1142,40395456,2571817687176
0548755730198,2016-03-26,2016-03-28,2494,03753309,6803735428248
4173469041498,2016-05-31,2016-05-31,4647,52589331,6863016017141
4007434088716,2011-09-30,2011-10-02,2693,91052698,7076795384277
9588055063627,2020-07-08,2020-07-07,1239,72522189,5487393041462
3621809487020,2021-12-30,2021-12-28,3217,25951684,0874578737930
8296303008092,2022-02-12,2022-02-14,1770,84524515,4175521083170
4940294656643,2019-08-26,2019-08-28,2512,45400544,3942534993120
4630946784779,2012-07-08,2012-07-06,4692,63485639,0478636057598
4172153825871,2013-01-28,2013-01-28,3806,76750342,9453111066815
8582961966813,2018-01-24,2018-01-22,3247,46017185,2124048047211
2445305158687,2013-08-05,2013-08-04,4345,70857511,0266523271437
5606764267908,2016-09-08,2016-09-08,1127,44990992,0897663011388
7505011405477,2013-11-16,2013-11-16,2192,46238351,1597409540583
7011826396348,2013-11-06,2013-11-04,2710,71283302,5719367980508
2040953898574,2022-12-17,2022-12-15,2392,77586964,9231701262898
7068009758684,2018-04-06,2018-04-06,4506,27537831,7476441072143
6557917200664,2011-03-08,2011-03-10,1123,47466777,3360010486339
1728685411278,2021-12-09,2021-12-07,3155,15082596,5882351686653
3340246211608,2013-05-08,2013-05-06,2394,90743009,9573905696841
2699129954059,2014-11-04,2014-11-06,4999,85834163,3279321845530
0169097734219,2019-02-19,2019-02-19,2538,08553157,3807030128103
7377286090555,2015-10-28,2015-10-26,4946,18950199,6638260472059
7027723127220,2021-05-06,2021-05-04,4947,26470641,3423388484793
7400775253459,2020-09-04,2020-09-06,4426,72222331,2668967514398
0739922027078,2018-04-14,2018-04-12,4136,03330395,1578227846507
1635566813093,2015-05-07,2015-05-09,2220,12753062,2795033362956
0160139715982,2012-05-26,2012-05-28,1996,75939083,0435385716787
4023517244206,2020-05-12,2020-05-14,4350,64222745,9341096180858
4303578033217,2019-01-01,2019-01-01,2606,64617626,9835850680352
7064410008240,2016-05-03,2016-05-03,3707,58006917,7378018702005
7195082053259,2020-12-19,2020-12-20,1943,09562189,8582239161100
6525009693069,2013-09-04,2013-09-03,3380,21011221,4578507984247
0282513043648,2022-03-28,2022-03-27,1632,01665833,1658032970694
4412905227332,2017-10-18,2017-10-16,1718,94274486,3108185807098
4335291692921,2022-02-12,2022-02-13,3698,36547357,4490328438580
3167099392090,2014-08-23,2014-08-25,3183,33653372,5597569976822
3554038914282,2022-04-09,2022-04-09,2707,41335680,1650150494120
0403007107510,2020-01-22,2020-01-21,4165,38253416,7175951504631
6248204140144,2016-05-04,2016-05-05,2560,59878759,9530993096830
5364446520641,2012-10-12,2012-10-12,2959,12996360,5480419314977
5068315661205,2018-11-19,2018-11-18,4699,49271577,0465565470260
4945891539764,2017-01-20,2017-01-19,4087,12757299,2266076636651
5776021909008,2020-02-18,2020-02-19,2134,46858436,0928067664143
9907984964704,2020-07-04,2020-07-02,3632,78667747,0197728749189
8989343021960,2014-04-20,2014-04-22,1003,85591776,9359224962351
5864241480831,2017-11-13,2017-11-12,2375,32257311,7448170160408
6684421013265,2022-01-06,2022-01-07,2179,54991187,4197205798187
0183988236996,2015-08-16,2015-08-14,4813,40554792,0921362739394
3908385704957,2015-04-08,2015-04-06,3222,40214009,0898649629481
5894892838972,2015-01-21,2015-01-23,1219,43103331,9109504883759
3288928860686,2015-05-08,2015-05-06,1215,42368427,0413857988665
9355639098913,2018-02-17,2018-02-17,2179,12522644,5728380621107
0279728543438,2020-02-08,2020-02-09,1443,31694681,4550396244961
9914866351682,2011-12-01,2011-11-29,1549,62327879,9054659233747
7082474731980,2019-06-30,2019-07-02,1792,21961366,9988923117146
3579639530747,2014-02-14,2014-02-15,1488,91248398,8115758467240
2992775602405,2021-11-04,2021-11-02,3322,93407489,2470949256758
4947441580448,2019-12-08,2019-12-08,4015,62022903,7130495538108
9415243820086,2012-03-28,2012-03-26,3768,45871917,7947589622342
8137706510020,2019-01-23,2019-01-21,3467,79166959,4948974804766
6434212742795,2016-06-02,2016-06-02,2947,07714474,0419672989078
3351940447187,2019-12-13,2019-12-12,4780,04343554,6331729169179
0603404113774,2011-09-04,2011-09-03,2028,19031361,4136785102076
1943201915256,2015-06-05,2015-06-07,1016,82332198,3388725388038
7982204407744,2011-05-08,2011-05-10,3147,95383569,8551301427741
5974581120639,2019-04-13,2019-04-12,2548,15520272,8044753967908
2579706416012,2022-02-27,2022-03-01,3324,78181533,5678231803544
2959319497705,2013-04-08,2013-04-09,3725,58735206,1244206595345
8889053085361,2021-10-17,2021-10-15,2791,07584206,5516557900854
7443125666141,2022-05-09,2022-05-08,1334,01426663,8057147633105
2865388871646,2015-10-16,2015-10-16,1118,92697447,5593977912711
8497322481068,2022-12-17,2022-12-19,1207,87505979,3296274337486
5540620735579,2011-01-22,2011-01-21,1752,96922330,8438369269394
7171927966038,2016-11-25,2016-11-25,4997,86201827,5178909223891
1817543290855,2018-07-17,2018-07-18,2192,16785212,3193475674535
2414466536313,2015-07-01,2015-07-03,4264,30546615,7446947360563
0604660366553,2016-03-05,2016-03-04,4073,78113879,8572854925751
8478380772220,2020-01-14,2020-01-16,1293,54628847,2876009981583
3755645896224,2011-04-22,2011-04-20,4022,85880979,1889745759058
5337767856928,2022-03-24,2022-03-26,1634,06322205,5657196257012
3793201119974,2017-02-26,2017-02-25,2618,90141805,3918685420150
3598945113956,2015-01-31,2015-01-30,3970,29976379,3039641885315
4165634596797,2022-06-26,2022-06-27,3993,19248721,5107669244792
2078712390755,2014-03-25,2014-03-23,2004,35665397,3468252848936
2882671870117,2018-05-16,2018-05-16,3276,11805700,3841816483406
3851581041497,2017-11-19,2017-11-17,1578,80214151,1861766876600
2958491501828,2019-01-07,2019-01-07,3842,41636510,8059573055780
9939666755737,2017-10-03,2017-10-01,2754,37978716,9799276896547
6016614682079,2018-06-09,2018-06-09,4853,03913956,3235696545673
7519710859011,2014-03-22,2014-03-23,3099,36459551,7653417256855
6029733887140,2018-09-30,2018-10-02,3040,39956040,3739498315941
1464736971055,2011-01-17,2011-01-17,1640,22592903,5101640666160
4306162587646,2019-03-16,2019-03-15,2155,21861109,0808174211815
8278115349785,2012-09-29,2012-10-01,2073,39456984,5230495738750
4876079900802,2016-03-02,2016-03-01,2674,00103435,2933001923680
6317682153509,2015-11-28,2015-11-30,1865,69495830,9008860502376
6458451693014,2021-01-16,2021-01-15,2564,54706064,8889848174003
9831833398207,2012-04-11,2012-04-11,2174,74373260,9911309850962
9393660694780,2020-03-17,2020-03-16,4221,22702388,7976386732015
9380785036564,2012-10-05,2012-10-06,1912,56039801,2860996001799
6739687873624,2016-12-14,2016-12-12,3953,89833568,8566397683919
6508149600340,2015-07-22,2015-07-20,1068,31176569,9860361041576
9147209097439,2011-07-28,2011-07-30,1941,40527529,4357289232223
4724859048162,2019-09-22,2019-09-23,2519,16764279,6587558261953
7679567708914,2017-12-28,2017-12-27,1008,04974086,2059596452562
8740078036113,2020-01-24,2020-01-22,2703,40113968,4597658540683
0275667892811,2021-01-07,2021-01-07,3884,19924786,7220932196760
1063577505025,2016-09-17,2016-09-17,1594,93262927,3579730179333
6468449047927,2012-11-22,2012-11-23,3037,64872735,4795789693227
7954356948215,2018-07-11,2018-07-12,4801,37358594,6124266497481
6977018594101,2013-03-19,2013-03-21,3575,48399647,1094138288514
2573784819673,2021-02-06,2021-02-07,1189,25106077,5398449045849
0788267099790,2013-09-15,2013-09-16,3216,04361671,7720217780986
7439861916558,2021-01-18,2021-01-19,1591,84234551,7740456901256
7595537085802,2011-01-14,2011-01-14,2388,38304088,5656482700478
3318993932503,2018-12-28,2018-12-26,1751,36039883,1616713617320
3732368922560,2011-02-08,2011-02-08,3574,22185952,5603438508237
9324926611173,2016-11-07,2016-11-07,4105,16112780,8190683695579
3846692100843,2022-08-11,2022-08-09,3235,70552409,2772763317173
7973412252929,2020-12-27,2020-12-27,3830,94082470,4181593911143
5418420768328,2014-03-27,2014-03-25,4305,30223752,5770307782743
1347993424185,2018-12-02,2018-12-02,3881,36176915,3627469599097
6742162756763,2011-02-26,2011-02-28,3902,00405256,7881436576566
4905733913442,2013-04-12,2013-04-11,4998,36862184,4365675111090
6297177303605,2016-09-08,2016-09-10,3683,96670934,1040108745921
0332454206531,2014-11-22,2014-11-22,1525,61144200,0945544370755
1268427915249,2021-03-16,2021-03-18,1198,54707283,0366075343467
9307413424289,2018-10-31,2018-10-30,2208,07325267,9953577006337
8981229205525,2018-02-19,2018-02-19,4385,31404860,0072184265032
1110076114934,2022-03-12,2022-03-11,4201,14908262,8869290025023
3526237436162,2016-06-17,2016-06-15,4085,38837197,1515989524472
5940825474110,2011-01-10,2011-01-09,3786,68693633,1904568005882
4273603277445,2012-08-09,2012-08-11,3285,53964427,7794523259115
4902955910556,2016-01-03,2016-01-05,4404,92738201,4187846948843
9650489379053,2012-10-30,2012-10-29,3913,14570759,9658616143775
9123951645913,2021-10-13,2021-10-14,1896,84778031,5545905133286
6160255898648,2016-06-02,2016-06-03,2866,06539757,6085128262138
5474356797450,2014-07-18,2014-07-17,1344,46717474,1788399861479
9044453630941,2018-03-19,2018-03-19,1483,72397473,9696653710031
1673044916416,2022-05-10,2022-05-09,2831,44573003,2999210505970
8627494525967,2017-05-10,2017-05-12,3296,86749503,6814651681075
1124911715576,2022-03-14,2022-03-15,1896,44192976,9290968725546
2211318087135,2021-04-07,2021-04-07,4805,84962805,3619060382475
8567071385426,2021-04-19,2021-04-17,1389,84174659,7813491344279
0576130523745,2022-11-01,2022-11-01,4266,99835217,1085789957836
8926361568510,2015-03-30,2015-03-29,1464,42509899,3275684589593
0846885621776,2022-03-29,2022-03-30,2626,73236092,4079940066908
4886824255842,2014-08-02,2014-08-03,2416,03173442,7330889220958
8051213868477,2016-07-11,2016-07-13,4810,98705160,2155207067764
3046830932408,2014-10-05,2014-10-03,3458,77898074,0324133466688
4932393639399,2018-12-23,2018-12-23,4264,09301900,0810180279697
1165185714650,2012-02-13,2012-02-12,2010,38047015,8202079961448
8886299228019,2021-01-23,2021-01-24,2004,15889744,4520717915948
1260975512949,2021-12-24,2021-12-23,2079,88753294,9252229709573
9335614206243,2015-02-27,2015-02-26,4514,87006599,5137880459682
7163637561504,2022-08-25,2022-08-27,4777,66751946,2434103980804
2989066190604,2015-02-15,2015-02-16,4337,94146141,2446119688940
1983182254036,2020-03-24,2020-03-24,1107,32518665,0057018293658
3099050710776,2015-03-15,2015-03-16,1342,54840836,0865876916653
0037198564229,2016-11-20,2016-11-20,4776,92878525,0372387977702
1397364815944,2020-04-10,2020-04-10,1367,93785266,6828864862107
2714353317255,2015-08-18,2015-08-18,4976,06960674,2022842930633
7285865156854,2011-06-07,2011-06-05,1947,64686455,1229829901384
0871430578014,2020-05-31,2020-06-02,1631,90199745,0879811811279
9541154014563,2011-01-30,2011-01-31,4121,46264817,6908514775336
2648421018297,2018-02-20,2018-02-20,4011,00515191,5554587238196
6939338577820,2019-01-26,2019-01-24,1946,22436726,7177511410765
5746677296739,2014-02-12,2014-02-10,2243,74367986,4318455721927
6482182007949,2019-01-11,2019-01-09,2017,60610737,4808391396414
2679975958869,2012-10-01,2012-10-02,3878,67825349,0712493686721
3477218635589,2014-04-25,2014-04-27,4645,63208771,4651870198302
3041592784203,2017-08-15,2017-08-15,2297,78431317,1104757238606
5246601361903,2015-09-20,2015-09-18,3472,70549546,3222976690574
9014429209723,2016-05-04,2016-05-02,1934,48990257,8032362755849
5679880044890,2016-10-01,2016-09-30,4865,05169603,0957838918871
2235644642547,2011-06-17,2011-06-18,4035,32767148,8577131417615
3655430269465,2020-06-25,2020-06-27,1721,29832705,2117161184482
9182587922164,2020-08-04,2020-08-03,2787,10999622,0904804651645
8944523299584,2015-11-11,2015-11-13,3503,20894665,5307562902830
2089038638421,2021-12-04,2021-12-02,3573,54408210,7100881535158
0554172027100,2015-08-22,2015-08-24,4669,21457432,6075956922946
