SiteID,Street Num,Street Name,State,ZipCode,Unit,Site Name,Property_type
8661594250244,200,Frank Knoll,MN,82589,A,"Martinez, Beck and Dunn",residential
1130490466860,8167,John Via,CA,02385,C,Martin and Sons,commerical
4345092601381,8755,Brandon Avenue,LA,12979,C,Peters LLC,residential
4250614398864,888,Miller Hill,DC,40327,A,"Johnson, Thompson and Hansen",commerical
8376454817511,10057,Phillips Knolls,ID,98678,B,Moore-Sullivan,commerical
1010459681513,781,Jo Walks,NH,50664,C,Peterson-Saunders,commerical
9092461240843,36343,Amanda Brook,ID,99281,B,"Jones, Gordon and Carter",commerical
2247540004251,3145,Rachel Station,NV,27232,B,"Ford, Ferguson and Snyder",residential
7068418009070,891,Frank Ports,IN,61557,B,Escobar-Fischer,commerical
5435974065765,105,Damon Streets,ID,34944,C,"Reeves, Holmes and Cain",commerical
7271208545911,8119,Catherine Knolls,OR,93487,B,Silva-Douglas,residential
6210431052248,231,Ballard Ranch,AZ,99174,A,Sandoval and Sons,commerical
7775463960163,01626,Nichols Circle,KY,70141,A,Wade Group,commerical
2510992972813,97407,Bean Shores,KS,88186,B,Oliver-Todd,commerical
7304036420287,7164,Johnson Motorway,OH,87930,B,Sanchez-Clark,commerical
8320330342215,7510,Davis Harbors,MS,67998,B,Fry LLC,commerical
6237274369968,48741,Mindy Club,TN,14963,C,"Bowman, Goodwin and Alvarado",residential
5556589879803,96047,Hodges Cliff,WI,17242,A,"Doyle, Hays and Evans",commerical
9920326733769,7910,Obrien Summit,OR,88263,B,Gonzalez LLC,commerical
3693641320810,32636,Contreras Tunnel,KY,28576,C,"Donovan, Gentry and Stanley",residential
1604429160056,242,Johnson Lane,AZ,89689,A,Curtis-Jimenez,residential
5507348205104,84363,Tran Pine,HI,43835,B,"Bauer, Greene and Nelson",residential
7759701884664,90171,Thomas Circle,MS,22420,C,Thompson Group,residential
7112951201115,187,Reid Islands,MI,00680,A,"Bradley, Kaiser and Jones",residential
5201644269326,3746,Johnson Dale,KS,10672,B,Rhodes Group,residential
1602123320738,508,Hubbard Lodge,IL,57109,C,"Ramirez, Mathews and Bradford",residential
3361744446354,3458,Dale Mission,NJ,39857,B,Blanchard-Johnson,residential
5704258134634,800,Serrano Route,MO,83797,A,"Davis, Wade and Prince",commerical
0471601800007,334,Foster Mall,OR,18601,A,Jones-Lee,residential
4781511319664,66861,Allen Stream,NV,48335,B,Herrera-Ball,residential
5400953836698,6276,Hays Mill,MD,65693,C,Lopez Group,commerical
4135086773121,47440,Thomas Extensions,OH,07543,B,"Gomez, Martinez and Reese",commerical
3974783401040,37883,Kimberly Forest,MS,01121,B,Mcmahon LLC,commerical
3360240234052,01245,Jensen Lodge,KS,50623,B,"Copeland, Francis and Mcdonald",commerical
0371315522687,693,Mays Radial,FL,92681,B,Turner and Sons,commerical
7564853893781,035,Terry Terrace,LA,44028,A,"Sanchez, Benson and Caldwell",commerical
4534247385270,214,Brooks Unions,FL,13735,A,Gardner PLC,residential
3098242552194,00968,Strong Rue,AR,11836,C,Moore-Schwartz,commerical
3983055355400,86609,Jamie Rue,NE,23314,C,Wright Ltd,commerical
2260313290088,55405,Keller Loaf,TN,27926,B,Owens and Sons,residential
7815455686173,853,Jennifer Brook,MT,12028,C,"Wise, Bennett and Carter",commerical
5350351413000,59204,Meyer Bypass,DC,40575,C,"Miller, Dominguez and Chapman",residential
4953163742880,16720,Tapia Trail,NY,45611,A,Andrade-Jensen,commerical
3109672055435,29855,Sherri Lock,RI,59061,A,"Duncan, Adkins and Smith",residential
4733243990635,3888,John Valleys,MT,25452,C,"Powell, Hansen and Pena",residential
1274125520135,4246,Kelly Glen,PA,16990,C,Brown Ltd,residential
3979834933099,76416,Tommy Ferry,KY,55332,C,"Hicks, Matthews and Howard",residential
6149334985585,580,Schneider Roads,ID,48849,C,Clark-Howard,commerical
5874472517206,875,Michelle Rapid,GA,88066,C,Taylor-Williams,residential
8003980241632,211,Martinez Rapids,VT,17099,B,Poole Inc,residential
9962586431047,5139,Ruiz Tunnel,MO,65039,A,"Ward, Rhodes and Walton",commerical
3094503854830,8914,Katherine Plain,NC,35044,A,Allen-Perry,residential
5096762033139,835,Wang Square,NV,85495,B,"Gillespie, Cannon and Ramirez",residential
9092629164448,053,Horton Islands,IL,29662,B,Jacobs Group,residential
4381747855624,7693,Hicks Route,OR,12699,A,Holt PLC,commerical
2646858026731,61122,Pace Row,MD,33783,B,Mitchell LLC,residential
7437873235247,436,Harris Pine,MS,44923,C,"Boyer, Smith and Long",commerical
9092037547567,70066,Jenkins Garden,KY,48822,B,"Russell, Flores and Morris",residential
8375190922800,13006,Casey Place,MO,30660,C,Trevino-Diaz,residential
9112083302757,39274,Roberts Loop,KS,03392,B,Campbell and Sons,residential
7460853407211,918,Gregory Junction,SC,09130,C,Church Ltd,residential
0314186306185,248,Evans Station,WI,56770,A,Dudley PLC,commerical
0100422056606,60706,Lawrence Skyway,WA,12004,C,Mcclure LLC,residential
2131954969285,147,Hernandez Mountain,NY,61750,A,"Burns, Dunn and Booth",commerical
5218965316899,9357,Brian Rest,RI,88042,A,"Kirk, Nelson and Turner",commerical
7658738232274,853,Whitaker Canyon,PA,56030,B,Rosario and Sons,commerical
4647951113715,737,Hannah Expressway,UT,60560,A,Clarke-Thompson,commerical
9882831205974,3661,Beltran Loop,WI,34364,A,"Williams, Wright and Mccarty",residential
9219649884327,8910,Erin Corners,NH,16947,B,Brown-Meyer,commerical
7112583397804,16523,Matthew Field,CO,05738,A,West LLC,residential
2724868717082,818,Mark Causeway,AR,89191,B,Brooks-Griffin,commerical
4364643305622,4715,Ayala Trafficway,UT,39429,B,Hayes Group,residential
3347441078296,17091,Jeffrey Coves,WI,61272,C,"Fitzgerald, Chapman and Cooke",commerical
1759112858809,2060,Larry Courts,AR,12714,C,Peterson-Olson,residential
7652043463408,3032,Williams Harbors,MI,13021,C,Flores-Dillon,commerical
7089749388306,634,Michael Estates,AR,11109,A,Gaines LLC,residential
7560832368943,3227,Tapia Street,HI,03624,B,Espinoza-Mclean,commerical
4993146894588,9204,Thomas Pike,DE,83082,B,Wilson Group,residential
5659026148194,644,Linda Cape,TX,24404,B,"Alvarez, Cole and Carroll",residential
7739061030772,70013,Cheryl Street,IA,17453,A,"Cook, Gillespie and Whitney",residential
6574954213280,831,Katherine Lane,UT,73681,C,"Ortega, Freeman and Leon",commerical
4285051316492,903,Thomas Meadow,FL,21218,B,Riddle-Long,residential
7220974499331,89886,Makayla Prairie,AK,38124,A,Douglas Inc,commerical
9085717123137,47833,Walton Mission,FL,14488,B,Sullivan LLC,commerical
5419115472827,8098,Bobby Mount,PA,07589,B,Liu PLC,residential
2280026579003,298,Melendez Via,CT,54445,C,"Garcia, Browning and Chambers",residential
1463140126105,46900,Kirk Ridges,NY,47298,A,Lynch PLC,commerical
8521669506976,0970,James Stream,MO,71644,A,Olson-Porter,commerical
5564216086524,78948,Christine Curve,NE,03489,C,Bartlett and Sons,commerical
0913011832525,145,Mitchell Alley,MO,30989,C,Small Ltd,residential
3422919822875,11585,Smith Keys,AR,71587,A,Smith-Huffman,residential
0885307033667,70093,Whitaker Shores,GA,74777,C,"Barnett, Kennedy and Gordon",commerical
1631349645691,674,Nathan Drive,ME,08054,B,"Sparks, Smith and Elliott",commerical
3872327690571,804,Nicholson Knolls,MO,58585,A,Duncan LLC,commerical
6385477246026,44161,Jessica Green,CT,96681,B,"Sanford, Mueller and Smith",commerical
4568358926909,336,Brown Place,LA,84506,A,Ellis-Johnson,commerical
6894005357627,82021,Young Light,HI,62140,A,"Anderson, Jennings and Tran",residential
3254001577604,574,Kylie Via,MA,59685,B,Reyes PLC,residential
3766483431300,70740,Park Street,VT,00769,C,"Mcclain, Davis and Torres",residential
8248527933049,1267,Wesley Views,CT,88783,C,Dickerson Inc,residential
3232564665013,7264,Jones Stravenue,NE,91520,B,Gardner-Foley,residential
4567588261644,247,Holloway Freeway,UT,64361,A,Rasmussen Ltd,residential
8161991908590,3633,Danielle Crescent,WA,14106,B,Martin-Mendoza,commerical
8132313394117,0657,Matthew Causeway,AZ,47636,A,Parsons-Rodriguez,residential
5311816656219,36942,Christine Avenue,NC,77696,A,Avila-Reed,residential
4505486947109,8876,Montoya Vista,DE,70102,B,Downs-Craig,residential
1296221791301,2792,Ellen Camp,IL,17198,C,Pena-Scott,commerical
7902250085864,332,Reed Island,OR,25052,A,"Collins, Hayes and Beasley",residential
2606948851988,32475,Alison Crest,IA,32721,A,Bowman-Ortiz,commerical
6671615034632,004,Jessica Ramp,MI,69024,B,Fleming-Dixon,residential
6758761207933,50301,Tiffany Mews,OK,46964,C,Malone Group,commerical
4826601207268,909,Gonzalez Squares,NV,11333,B,Rose-Chavez,residential
6530436662823,691,Wilson Falls,IN,19511,C,Larson-Parker,commerical
7781815326419,82809,Chapman Underpass,IN,75439,A,Bishop-Daniels,residential
5456894345423,4970,James Landing,AK,09853,A,Shaffer-Herman,commerical
6582795880134,15253,Campbell Throughway,IN,54904,C,Alexander PLC,commerical
6684108741252,397,Bass Lodge,WI,76268,C,Smith-Gomez,residential
8043872320595,868,Nelson Islands,PA,83674,B,Scott Group,residential
6462603669772,238,Anthony Road,ND,02077,A,Hernandez PLC,commerical
0106478830603,1808,Kelsey Viaduct,VA,89812,C,Glass-Leonard,residential
8621435571020,30888,Morton Knoll,MA,27369,A,Becker-Parks,residential
1364148820111,398,Alex Glen,NH,01542,A,Jackson PLC,commerical
0608475361093,83818,Brandon Skyway,ID,58762,B,"Hernandez, Gilbert and Bradshaw",residential
2213721342122,5312,Cannon Point,GA,08122,C,Lee-Hamilton,residential
1875047579692,950,Johnson Rest,SD,84121,B,"Phelps, Williams and Davis",residential
6490840467431,7703,Lopez Street,WI,96451,A,Pacheco-Stone,residential
4663830259138,3069,Natasha Path,DE,87179,C,Taylor Ltd,residential
2809251918656,8022,Kelly Gateway,VT,15118,C,"Fisher, Velez and Mccormick",commerical
7257121481352,2821,Robinson Union,NE,75408,C,Ray Inc,commerical
1386110416139,88456,Jensen Road,CT,85768,B,Massey and Sons,commerical
3125616521675,81700,Kimberly Hollow,NC,35467,C,"Nixon, Hebert and Bird",commerical
8912516208554,7377,Willis Path,MO,22810,C,Stephenson-Garcia,residential
2738234527069,081,Kelly Islands,SC,12257,C,"Lynch, Strong and Ray",residential
4937701753897,6044,Teresa Ridges,MI,88216,A,"Holt, Holland and Peterson",residential
4835144386934,24337,Perez Via,CO,22223,C,"Villa, Kennedy and Downs",residential
8246634125753,25201,Turner Square,DE,88926,A,"Goodwin, Mitchell and Sullivan",commerical
1264276285205,98653,April Fork,GA,74336,B,"Malone, Thompson and Mejia",commerical
6884273240585,6582,Julie Points,NM,38531,B,Hunter-Powers,commerical
3781853148404,01391,Angela Greens,NH,90653,C,Howard and Sons,residential
4618405797591,816,Padilla Mission,NH,35041,C,"King, Ray and Burgess",commerical
5138671717783,67705,Carol Terrace,NE,75707,B,Atkinson Group,commerical
4550402108638,794,Park Station,VT,31846,B,Benson-Jimenez,commerical
7948688532907,965,White Cape,WV,66742,A,Williamson-Berger,residential
6412990646993,156,Adam Manor,AK,26625,A,"Harris, Rosales and Richards",residential
3013105815773,886,Norton Bypass,DC,66854,A,"Frey, Aguilar and Lang",commerical
5372383089534,98440,Mark Brooks,KY,03679,A,Burnett-Martinez,residential
2259734605953,251,Wood River,ND,25530,B,Morse-Young,commerical
7114800548884,36925,Weaver Courts,ND,62016,A,Jones-Lee,residential
5521476180027,50555,Eaton Corner,KS,91274,C,"Fisher, Lee and Boyd",commerical
2821804696149,5004,Carrie Overpass,KY,29532,A,"Lewis, Strickland and Davila",residential
2437059458489,5649,Bradley Isle,MS,06071,A,Gonzalez-Hernandez,residential
2159814089812,279,Kara Gateway,DC,95385,A,Ochoa-Mccann,residential
4018523545546,408,Holloway Station,CT,45936,B,"Weber, Davis and Gordon",residential
7972758345241,0254,Wright Glens,MS,23340,C,"Harris, Durham and Ramirez",residential
6872184444239,685,Keller Skyway,MO,99346,A,"Mcintyre, Chavez and Wolf",commerical
2648558292089,988,Alice Junction,AR,23807,A,Nguyen PLC,residential
6096297788947,015,Dean Light,ME,04715,B,Jackson and Sons,residential
2482328563395,727,Hines Islands,CT,15265,A,Johnson Inc,residential
3328222138422,194,Douglas Squares,SD,81948,B,"Carlson, Carson and Anderson",residential
9445015963796,4580,Day Ferry,OR,25599,B,"Scott, Myers and Zuniga",commerical
8165295005030,26928,Bond Highway,HI,90261,B,Levine and Sons,commerical
4988072507961,299,Michael Trafficway,MI,01952,A,Griffin-Barber,residential
5142190730161,23609,Woods Squares,AZ,55282,B,Contreras Group,commerical
1935425715385,83219,Stone Hills,CO,93947,B,Garrett PLC,residential
2711346637833,5873,Kelly Green,NJ,69976,A,Thomas Inc,commerical
2271336852665,5904,Clark Trail,MI,84202,C,"Adams, Parker and Oliver",residential
8323896379527,13800,Wendy Mission,VT,32228,B,Le Ltd,commerical
5711712530338,448,Nelson Drives,MO,79857,C,"Smith, Williams and Mosley",commerical
2400921952071,91492,Theresa Bypass,MT,82565,C,"Bentley, Bonilla and Moody",commerical
4820095775203,47687,Osborne Estates,CA,92219,B,"Lopez, Gordon and Sosa",commerical
0806184623031,115,Moore Parkway,PA,60306,C,Chaney and Sons,commerical
8209856009287,01154,Carla Views,CT,33021,C,Carter Inc,residential
2053919495694,426,Katrina Island,NH,78153,A,Blackwell-Herring,residential
5575397504974,6291,Walker Rue,AK,78175,C,Myers-Davila,residential
2442204015585,224,Walker Meadow,NC,93465,A,Hill Inc,commerical
5400877718292,429,Turner Walks,OK,94899,A,"Russell, Smith and Hamilton",commerical
5613341270237,33852,Schmitt Circle,CT,99117,C,"Schwartz, Murray and Hancock",commerical
8216355228446,5801,Ashley Locks,KY,10783,A,"Oconnell, Arnold and Skinner",commerical
4567613261458,033,Le Fords,AL,71555,C,"Ramos, Williams and Walker",commerical
2236376023222,77343,Hill Coves,ND,51747,A,Barry-Brooks,residential
8102978039968,09373,Marshall Terrace,KS,02760,C,Barnett Ltd,commerical
3705566220165,15992,Hood Turnpike,TX,49601,B,Bailey-Horton,residential
6697568624904,605,Daniel Ville,FL,32173,B,"Davis, Singh and Lopez",commerical
2770118372501,7684,Williams Island,TX,42611,C,Jordan-Garcia,commerical
7310300111096,4231,Erika Freeway,PA,31103,B,Wilson-Morrison,residential
2310642814810,0458,Priscilla Ranch,SD,69577,B,Blankenship-Garrett,commerical
1448023384964,340,Howe Corner,AK,63488,A,"Hamilton, Blackburn and Jordan",commerical
5731224595250,49840,Randy Mountains,IA,93633,B,Arias-Bolton,residential
1793968362844,7329,Mark Passage,RI,64999,A,Torres-Powell,residential
6372493718835,3102,Kimberly Meadows,SD,71539,B,"Davis, West and Mitchell",residential
0626039395438,90784,Ellis Tunnel,SD,00559,B,"Thompson, Blair and Flores",commerical
8098696470711,06732,Laura Underpass,FL,45755,B,Campbell-Miller,residential
8028908376005,611,Ashley Port,RI,06334,C,Olson LLC,residential
4788266228593,86783,Carroll Square,SC,79562,C,Maddox-Lopez,commerical
7975274112922,1133,Bell Extension,AL,23871,B,Haley-Barnes,commerical
2816971593476,138,Christopher Club,KS,46453,A,Bowman-Mcdowell,commerical
5770050713841,521,Bean Point,WV,11219,C,Patterson Inc,commerical
3772674960498,49943,Javier Forks,LA,84534,B,Powell Inc,commerical
8488913028366,0297,Jackson Mills,MT,48897,A,"Mullen, Rodriguez and Hernandez",residential
8378311692422,104,Bird Passage,UT,33799,C,Morgan-Bell,residential
9370388683500,5407,Rogers Road,WY,17434,C,Barrett Ltd,commerical
4118492691470,3297,Andrea Place,HI,06898,C,Meza-Chavez,commerical
8455361583891,889,Wilson Oval,MI,99482,C,"Williams, Hopkins and Harris",residential
3527834079486,3454,Wright Estate,NE,00589,A,Wolfe LLC,commerical
4107945469704,143,Williams Curve,AR,42318,C,"Mccoy, Kennedy and Ochoa",residential
8154145274214,117,Evan Highway,MN,55878,B,Lowe-Carter,residential
2632564862794,07234,Hamilton Square,ME,18918,C,Davis-Walker,commerical
2513916625901,52899,Melanie Fort,MO,68782,B,Dean-Rodriguez,residential
8027120908179,03803,Wendy Views,AR,49425,C,"Wright, Bowman and Baldwin",residential
3492062767514,891,Megan Lakes,DC,83593,B,"Wilkinson, Ramsey and Robertson",residential
3005437434227,114,Garcia Coves,IL,59712,A,Chang-Woods,commerical
3538177764816,89669,Kendra Gardens,AR,64766,C,Kim LLC,residential
0575274322955,104,Harvey Drive,RI,26254,C,Wall-Briggs,residential
9383010666017,0445,Peterson Walk,WI,42665,B,Vaughn-Woods,residential
4190453887283,12458,Bradley Branch,NJ,42642,C,Thomas-Matthews,commerical
6949756758817,76760,Hutchinson Roads,FL,39237,A,"Howard, Hernandez and Anderson",residential
7229628938769,887,Benjamin Road,KS,61920,B,Cisneros-Rodriguez,residential
9846530808065,90848,Maldonado Circles,WY,99652,B,Harris-Krueger,residential
3779185434784,40431,Sandra Lake,MS,08029,B,Schultz PLC,residential
3995499572954,313,Singh Meadow,AZ,15056,B,"Simmons, Ramirez and Martinez",residential
5418847279988,43842,Justin Prairie,PA,74483,B,Padilla Group,residential
6234717965152,269,Foster Cove,ND,38672,C,Torres-Landry,commerical
7692132081625,2799,Cheryl Corner,MS,39123,B,Simpson-Tyler,commerical
6531817592739,37416,Benjamin Stream,CA,69803,A,Mcdonald-Shelton,residential
2840395647385,8272,Mcclure Skyway,MN,12184,A,King-Walker,residential
6095582545494,68567,Rachel Underpass,OH,27187,A,Phillips-Schmidt,residential
3544953068283,48394,Michael Drive,SC,28907,B,"Carter, Hunt and Ramos",commerical
0694046946370,151,Miller Pines,MO,71117,C,Jones PLC,residential
2243107082977,1049,Mason Mews,CT,45367,C,Nguyen LLC,commerical
1722116444279,24951,Clark Extensions,WI,21372,A,"Robinson, Lewis and Crawford",residential
1549606970588,659,Crane Cove,NM,37717,B,"West, Rivera and Shaw",residential
8108663054391,006,Breanna Fall,NM,13524,B,Martinez Group,commerical
5039384540951,2530,Nicholas Drive,WV,45774,C,"Calderon, Evans and Douglas",residential
1507307789151,9074,Mark Forest,AR,04857,B,Mullins Inc,residential
5021162251142,18142,Randall Hill,RI,67365,B,"Ramsey, Strickland and Luna",residential
5162250199332,392,Welch Course,DE,87680,B,"Wilson, Smith and Smith",residential
1091705192687,57795,Silva Walk,KS,83820,C,"Lewis, Jordan and Becker",residential
1825128132513,918,Jeremy Way,NV,38425,B,"Fletcher, Benjamin and Foster",residential
4020833342715,918,Melissa Common,CO,38603,A,Perez-Adams,residential
8020246943697,043,Kerr Pine,GA,87957,A,Diaz-Sims,commerical
6303517237957,403,Cole Trail,MS,82302,C,Smith PLC,residential
0501938207283,04389,Douglas Port,MT,96383,A,Thompson LLC,commerical
6858363834800,130,Daniel Radial,WV,41696,A,Watson and Sons,residential
6101285327609,505,Julie Drive,PA,43549,A,"Nunez, Casey and Riddle",commerical
2984079893115,442,Williams Turnpike,FL,08810,A,Graves and Sons,commerical
0968829156677,5198,David Plaza,WY,13274,A,"Bowen, Bailey and Thompson",commerical
9977403292169,436,Brandon Well,SD,56139,C,Villa-Morris,residential
0503701479057,9305,Smith Corner,PA,66209,C,Ramirez Ltd,residential
3170464278554,96256,Darren Views,TN,70662,B,"Lawson, Mercer and Lee",commerical
2715517107798,95877,Carter Knolls,OR,59864,B,Woods Ltd,commerical
2849035508741,69956,Blake River,ID,56948,A,Cameron PLC,commerical
8107973315598,63362,Robert Spring,MT,49508,B,"Allen, Patterson and Stewart",commerical
8847368091019,29584,Alicia Lodge,KS,94653,B,Andrews and Sons,residential
8020295029489,6275,Craig Circles,DE,05001,A,Anderson-Garza,residential
8089237839807,9002,Bonnie Oval,RI,05351,A,"Sheppard, Pugh and Lin",residential
9283008987745,2918,Dorsey Throughway,DE,66363,A,Short-Walker,residential
3673242096840,522,Nichols Stream,RI,99728,C,Lewis-Ramirez,commerical
7068083338864,02929,Tyler Alley,NH,14614,C,Mcdonald LLC,commerical
8431464413808,919,Robinson Springs,MI,29202,C,Mccall-Williams,residential
9145935934332,1307,Perez Brook,IL,48088,C,Williams-Sanders,residential
4600392370697,0229,Davis Mount,RI,75251,C,"Wilson, Murillo and Mendez",residential
6160818831600,344,Emily Lights,TN,32312,B,Lozano-Jackson,residential
6532245787124,49666,Charlotte Brooks,WY,98258,A,"Bryant, Taylor and Scott",residential
2183169618571,374,Baker Creek,NJ,05699,C,Lewis and Sons,commerical
9479396360592,164,Rachael Inlet,MD,54205,B,Dodson-Rodriguez,commerical
2755757073552,67385,Hall Radial,DC,88138,C,"Hernandez, Howard and Benjamin",residential
0776258286670,9538,Johnson Fords,LA,95928,B,"Watts, Mccullough and Hill",commerical
4385949250508,11065,Johnson Estates,SD,65986,B,Reed-Cooper,residential
8274254092643,731,Becker Freeway,OR,74555,A,"Mckenzie, Mccarthy and Hernandez",residential
4106725891025,045,Bruce Fork,NH,59596,C,Peterson-Burns,residential
5314168018704,3471,Hanson Field,AZ,67672,B,Watson-Glass,residential
5814034820450,483,Monique Mills,SD,90231,A,Huff PLC,commerical
7627579600559,621,Christina Freeway,TX,09332,C,Ellis and Sons,residential
1476375111280,27599,Wilkins Forks,UT,12527,C,"Glover, Peterson and Avery",residential
3140015208705,91468,Dorsey Lakes,NC,49544,B,Fleming-Richard,residential
5477222611423,56707,Dennis Mission,SC,39466,C,Martinez Ltd,residential
5284498777209,024,Dana Hills,CA,78599,C,"Scott, Young and Rodriguez",residential
7433694057044,182,Pratt Fort,NC,57706,C,"Mitchell, Fox and Allen",residential
7295791682471,0847,Walker Lights,LA,09882,B,Lawrence-Smith,commerical
8013791939178,2327,Torres Club,VA,47823,B,Scott Group,residential
3623216110409,370,Stewart Islands,FL,56683,C,Watson-Kline,residential
3416939747188,192,Paul Glens,KY,86458,A,"Bauer, Mercado and Green",commerical
9534739145264,92521,Tammy Roads,MA,11802,C,"King, Olson and Gonzalez",residential
6889901121410,25134,Amy Club,ND,17682,B,"Sosa, Wright and Morales",residential
6332354824136,744,Gregory Locks,AK,08385,B,Thompson-Rosario,residential
1212590775407,1130,Davis Spur,VA,38600,B,Carter PLC,residential
1090166953387,136,Richard Oval,OH,07578,C,Henry PLC,residential
7126137512148,46419,Lee Mews,GA,42383,C,Sanchez-Ross,commerical
5471026245488,3929,White Wall,GA,06494,B,"Young, Gross and Wallace",commerical
2747522397116,181,Miller Gateway,MT,78153,C,Anderson-Mcdonald,commerical
0390731890231,7482,Jessica Gateway,WY,44550,B,"Herrera, Mitchell and Brown",residential
7965388820783,810,Flores Grove,FL,40976,C,Johnson PLC,residential
5960770140168,3045,Smith Meadow,WI,34308,B,Davis Inc,residential
0180528313193,816,Karen Causeway,MA,94027,A,Foley-Johnson,commerical
9099457386226,2868,Kent Groves,HI,31925,A,Chen LLC,commerical
8525736511696,6672,Durham Green,NH,91631,B,Donaldson LLC,commerical
3518147417997,653,Brown Turnpike,ID,98855,B,Nelson and Sons,commerical
7765258606086,2074,Coleman Estates,MA,54813,C,Castillo-White,residential
9117441025675,16831,Acosta Haven,MT,61564,A,Harvey-Bright,residential
2855010385900,7589,Shawn Circles,MD,98621,B,"Cain, Sanchez and Porter",commerical
3365435194111,643,Harding Greens,AK,26219,C,"Adams, Hamilton and Rivera",residential
4764170124541,37186,Mendez Corner,RI,22964,A,Hansen-Smith,residential
7732920123905,020,Brown Walks,ND,10813,B,Davenport Inc,residential
8971311565484,2864,Dennis Harbor,MS,85498,A,"Adkins, Gibson and Friedman",residential
0027507855988,650,Jefferson Parkway,NH,83656,C,Ward Group,commerical
9427228542715,55462,Lee Crossroad,NV,60450,B,Cook and Sons,residential
9727288852633,7432,Johnson Inlet,DC,89870,C,"Gomez, Williams and Norris",commerical
4270140039512,98777,Obrien Stream,WY,76559,C,"Lawrence, Riley and Smith",commerical
9831352370357,66880,Christopher Road,DC,29098,A,Stephens-Smith,commerical
7447532682213,3149,Martha Mount,OH,76504,C,Schneider LLC,commerical
3288231321065,159,Michelle Rue,IN,23607,C,"Watts, Rhodes and Lane",residential
1766935408302,81404,David Valleys,LA,42591,A,Blevins Ltd,residential
8888616360310,287,Stevens Port,MI,74806,B,Farley Ltd,residential
2037058611191,8900,Amber View,UT,31430,A,"Blackwell, Cooper and Dorsey",commerical
3194598144165,487,Karen Forges,NV,43415,A,Dunn Ltd,residential
4686963716170,023,Tate Park,VT,29919,C,Little Group,residential
6841013447246,02792,Melissa Fork,NV,11895,B,"Williams, Long and Abbott",commerical
0666897139188,41266,Derek Stream,KY,58519,C,"Olson, Fischer and Thomas",residential
0241107908497,8907,Cooper Inlet,OK,91339,A,Hall PLC,commerical
0480648801069,81788,Angela Lane,ND,03236,B,Nichols-Clay,residential
4968733511285,20421,Jones Forges,KY,40403,B,Snow and Sons,commerical
5564365620242,104,Stanton Divide,MD,53873,A,Gomez-Cowan,residential
5484967448368,9690,Karen View,HI,40028,B,"Parker, Gonzales and Duran",residential
1484853475052,265,Schneider Greens,MS,11505,A,Holmes Ltd,residential
6499459970684,507,Julie Way,LA,40156,B,Little-Baldwin,residential
7971067718999,4266,Gordon Mountain,WI,75687,C,"Gay, King and Silva",commerical
1487573426250,9839,Kelly Club,ME,10653,C,Harvey-Graham,commerical
2887939098081,2199,Gregory Cove,CA,67926,C,Morris PLC,residential
4339468851982,65827,Christina Rest,MT,31659,B,Moore Group,commerical
7347213292468,251,Rachel Port,SD,96355,B,Clark Group,commerical
4226942668429,7471,Carter Spring,NJ,58808,B,"Washington, Lane and Perez",residential
2842836715233,59426,Russell Center,NJ,20237,A,Wright LLC,residential
8474945373499,450,Chase Dale,HI,72875,B,"Arroyo, Fischer and Anderson",residential
5766142991808,488,Davis Turnpike,IA,62139,A,Lane PLC,commerical
9616077662945,1005,Kenneth Inlet,OR,23152,C,"Perez, Black and Drake",residential
8867138321740,8223,Murphy Forge,CO,01970,B,"Osborne, Cruz and Romero",commerical
2566854913661,3125,Burnett Shoal,WI,48099,C,Madden and Sons,commerical
2769824503132,829,Johnathan Alley,MS,34021,A,"Nelson, Russell and Bautista",residential
4002129577605,8116,Maureen Grove,TN,66130,A,Bailey-Mitchell,residential
2047142961125,888,White Mission,DC,65407,C,"Fox, Williams and Johnson",commerical
1601146715460,40744,Butler Crescent,AR,12293,C,Odonnell Inc,residential
7799463098176,248,Marvin Fords,SD,71323,C,Blake-Johnson,commerical
0034725109878,95813,Simmons Lane,ID,32259,C,"French, Smith and Bowman",residential
3714860319864,6879,Jessica Meadows,OH,65503,A,Marquez Ltd,commerical
5273160067519,668,Phillips Street,MO,74856,A,Wilson Group,residential
0819277390680,27644,Martin Underpass,VA,05742,B,White-Vargas,residential
3407206537083,3975,Bullock Forges,PA,38055,C,Smith Group,commerical
8546303723465,66357,Adams Union,DE,66707,A,"Thomas, Powers and Cannon",commerical
8825766234276,66077,Sampson Forks,WY,48679,A,"Vargas, Stout and Hunt",commerical
5579933547050,201,John Valley,TN,34432,B,Murray-Morales,residential
5057045945709,582,Tiffany Stravenue,ME,09851,A,Garrett LLC,commerical
2839965797612,69651,Casey Forge,CO,98084,C,Wheeler and Sons,commerical
1926816885664,4248,Danny Ramp,VA,70538,A,"Jones, Green and Cohen",residential
4220100765104,1990,Sherry Mall,MT,32456,C,Wilson and Sons,commerical
3512479815414,609,Terri Isle,VT,18249,B,Holland Group,residential
5767452823513,285,Gilbert Villages,IN,75365,C,Jones-Jones,residential
3569704022031,0659,Jay Ramp,MA,47457,C,"Lane, Johnson and Bernard",residential
8845879338562,045,Jeffrey Mountains,CO,59962,B,Bruce-Burch,residential
5523047715836,7592,Robert Crossroad,ID,65341,B,"Robinson, Castillo and Wilson",residential
6176457634977,58792,Nunez Valley,NV,43718,C,"Watts, Fuentes and Chen",commerical
