BidID,Cost,ReceivedByEmployeeID
3066356630732,19005,20407520
0747966646650,55981,31260152
4172303420161,80962,21875960
1894886865544,79048,76730382
9821355442717,17682,46673862
0755939347329,33722,38767074
9402480581160,58986,10675441
2917723032134,78293,13736316
7991325190282,97407,85234574
7937042864730,92306,65815199
5682476383686,88963,08896391
9030313942729,93309,62716536
8147397637043,29110,29661381
0053747235129,76121,36232970
0946786934606,34525,31977449
5908587756417,95635,57338903
0045370207451,51150,36837243
3711325932750,18959,51051846
8368160887056,32441,22703927
2141083428447,79509,10519042
1996434603568,30316,21253539
1136270973788,23842,27087671
6616771581132,42699,16251816
9890042692636,24943,85560734
1455599710394,35286,66475569
3410639920926,77214,01263909
4480679124218,76041,85814110
8072797789842,89430,97634812
9519554073527,23749,14176043
5000413583034,26875,58827772
0994894962622,37594,52218026
8986575110066,92119,85639775
2199426135576,59202,19328737
0887426185944,11357,19234076
7058604381349,46527,03622445
9633620200782,85969,82038991
2237648173218,68599,40586564
1422991277879,87052,80794592
7238560209370,92395,73013006
3927965228324,84529,31373975
3791501672526,40833,23181564
7581401251855,45774,10011461
9164421108644,80033,44110765
6090943344891,93581,97368076
8887222618686,62213,94760774
5544526433652,92412,22686879
8568645206109,88010,07017032
6316532196116,41364,04801276
8981224428738,26725,43614424
3395665260416,77885,12458844
4454778741881,93588,43424597
4328860297870,49138,54052062
4676160358105,62559,63738605
6928288456293,14805,00685542
4620258357273,59711,14220982
9847315936928,43866,04674719
2928129632071,97532,92699106
5225713095111,79858,22362834
2952865853698,60994,92016156
5289548741810,66682,89630167
8469653903496,59328,34242728
7920881504608,19711,59982166
1656210181801,76062,16299368
0111685002781,49096,50677252
6967962505162,25971,93364041
6816249290089,27800,03550113
1493498906319,85025,02789927
2911721625589,49653,54600140
4034335213688,53100,51647827
0579794334184,84093,70519716
9465118916383,82534,17987783
7950984638146,68430,45964091
5872983578266,73870,01489019
8959277116735,91292,11525059
9407524540844,37036,63506495
5531189494236,32452,46594792
1332832425935,58498,64446202
7155953845659,27027,19210780
6402427298734,16156,07101113
8350584588626,40000,54394278
1324667644278,17985,57880013
9858225842544,14538,87525243
9951531577930,63371,27183267
3347169763139,10030,93705783
4557663671239,10235,37578305
2312321508829,97494,76606144
3843345107068,32241,22290595
9710862150287,86025,21598111
7642157591159,54164,12751945
4107298692538,35944,44492151
5982636052583,13663,58023846
3127537072588,20239,25616811
3237768619886,94236,82994662
6527792510127,20942,20267759
7235596078079,20953,11997795
5357969610708,68466,22435118
9087740904783,79258,58670194
9096853194578,31847,91361110
9570415539453,63021,40022444
3893046142417,13221,12719587
5674346968895,29464,47734364
3208605661177,93304,86390897
8946042700015,22594,93103299
3112676686086,50657,51569105
8014351102636,46183,18596878
6822019608640,39338,79269070
4135727060368,92898,23100794
0659881515075,26272,05390489
5825537294907,53018,37279189
0010612638522,17520,43559961
4674730686696,13673,33826936
8167841132283,62647,58188118
8891241117167,25288,71996240
7027231627151,55090,32886962
6661138355437,80536,26122847
1452930935980,87502,49547870
5488972587029,65233,66800583
1182383743961,82888,53960986
0349100318876,77424,68244941
4872049516042,61736,90054723
3582556879394,23921,90005732
8527902482854,37089,99734060
1908571168435,76804,66208129
2069933570460,91485,02870588
3202644842627,11411,42672432
2253133165155,54542,32904079
3940955941010,11491,90446610
7389200698006,58546,61023246
1182280142522,62647,41434161
1001823307658,32863,17067256
2925313307302,56506,53025593
5051087212621,15487,15540089
0259325460550,96929,81291670
0410860409156,88713,79931540
3741447885931,42134,50786404
5884199106317,67162,27865934
1498622142267,92379,98208692
9482685162777,87349,81240111
5960407858800,58947,67064809
5820900775823,89123,33078823
8222371615931,78398,65970539
7472063923573,69996,69330858
7957209810592,49592,85657274
3212762170014,24805,11810377
7401729685258,54926,82594787
6794922487943,91935,15387646
5001357627686,46530,99571429
1705091792375,10114,39768025
1109810466224,74763,63702828
5783699035571,21515,25564495
2165201650671,51520,23893184
8692009670289,85399,74289646
7146453743477,64763,29700417
9966546092309,32091,08061522
3083178681834,11467,53103062
2618984371818,52892,49470222
1750408451353,84310,29588350
5857029921787,14430,49477191
3216354232715,89722,39048776
5990165369409,57157,70441284
6283421064262,93098,93512626
1778576730865,96501,01715903
6967841196733,19306,14202636
2536643114500,96914,90428425
2007640030372,23047,30438866
6974889731420,61993,66932444
5885130812342,80492,49705744
8758627775147,98264,74424313
6599262584235,56742,53633903
6181086125123,35231,59958406
1632079460356,39347,43819003
5886419227901,88079,01226850
2619596936242,54810,21317439
4798755480340,18878,02229058
5521267443690,97010,39121844
5332700587853,82037,40920535
8877851730729,30585,59181088
9041848923589,98242,21170478
3872515409374,96210,24949002
0795403888972,38395,14702914
9344417288646,27981,19921495
0271742583001,71346,47674721
2374030321731,34059,64349954
9329494071473,59542,46956132
5499290257747,41198,94839241
5504163076445,77849,18696394
5115108687680,97588,80274735
5427234232123,21482,06700379
1996563799439,60089,08673183
4887096546577,56385,50632206
6002036316524,40911,77830456
0136504023877,68814,53585363
3455407340667,86799,08898180
0277463367012,21446,11129097
1315854521748,95723,91054753
2490819892800,90658,80966227
1295649376879,83827,90543838
3282151896450,41126,54463424
0391427519085,46099,30378131
1588359294015,18918,30730007
6697633656922,96909,36563906
3641187308502,30752,84888860
0274322782207,34469,62013666
9627453440743,47308,26599830
8008865872567,49835,45873157
2792937665848,35480,38888304
3661734144605,86477,66908203
6749566939617,84514,32301717
6662135469585,27307,94289794
6538597623813,38493,54440715
2272927955260,75108,90896484
3642258290337,65719,33503356
0949647248522,63209,85472402
1829472522846,73791,53606815
7887397130106,21588,61095748
9719452463837,40903,09533639
3388103453051,22651,15933980
3932671941375,30735,92197688
5903209167541,70740,18093094
0218670087522,90935,85038899
7532778987359,44092,93571562
0358617844815,91774,70974683
8833200027193,32447,18839838
1661337741272,76181,63841541
3141991322300,45641,01240788
7266088415270,39724,09072558
2009844126653,69644,74296712
5306532754912,13496,43637447
1096138932602,19152,09173439
5353857110213,17927,67762996
9770077214174,39668,74314430
9794809541918,73031,75834586
9801782727526,16889,56184181
0377347424234,92360,84563897
8164568226684,89361,00165822
5292530945783,27992,32713152
5887334958918,24532,35148937
9590127771064,49723,44493523
8000634469398,47418,97043843
3281038464133,20164,91179425
9845846952905,88641,07673207
2906592609202,39009,51073138
7663945635183,78948,28899129
1168748152852,18305,18200133
5187490143990,36671,06807269
3902578064569,64114,35043539
5997110525989,41962,51652395
7120928179817,27247,07892929
4359114747940,91085,98991556
0746413900833,59192,89640647
4444887377316,53091,15368287
6995695823574,29953,30410770
3159020079491,59716,21826603
5500250941108,18137,92676862
3734576802184,73132,25566345
6963882633176,52612,20571771
1667238098064,14401,35384601
8104445054269,10199,54871045
1029157014653,38699,56788945
2029666026832,17366,66313182
3401869161890,80141,73435310
5337675843621,72877,48322690
3203993448294,71229,90153785
9701525896291,85531,62420129
7755548816318,42625,12966776
9239344058434,45772,41256251
4505557062144,68840,31937115
6918580480690,59121,06686949
3017168340807,69196,54021686
4309949051743,90968,52092923
2307697086804,56399,20043339
5521585003484,84688,63981421
2694840650792,78539,12688784
0099394737180,48156,07535178
9504953973578,26911,69136399
1006008394324,78908,72048757
9418067309102,77387,36199662
0827383332944,40670,84540478
5072107083847,58666,51556884
5420889307123,34503,47401181
0874724192149,73789,97954279
6484528699511,64649,03181751
6091444348920,66841,75833091
2746980570994,86938,31532808
0361099430223,85877,90261626
1066811552960,82446,57295091
8434096424211,32583,34135600
3902852640427,32528,76184154
9853847447351,92610,47456150
7278133232558,38446,71851464
7916724749107,10659,38070907
9865278086528,61514,34731222
3786051088491,83296,39177292
1254505163916,81198,29339860
0041249566322,80229,29836345
9954889203124,31063,47340299
1050837112109,56731,52884597
7612719826296,13219,61219250
3350900110987,84313,51062095
2777154961928,34792,05583270
3408567252141,23101,08347411
3188341288039,26407,21953040
8563400253534,51742,97867630
6746598742871,48139,85268876
5194168551384,27972,03589267
4016291038031,86344,56873368
3957965316455,24350,76179723
6774944119008,33887,68932930
6870747411513,31338,01481693
2505128952432,36526,55498883
9728979730711,57138,92925748
5003263724695,84936,60790118
1715335560066,94950,75819446
5472028947615,54676,73155133
5234060331452,82590,39936318
5663651712491,79040,67296361
8233582248627,22034,57246734
0451716376109,86164,75373917
3961531557562,27811,75965099
6404655026745,82740,93362825
6349830507186,83762,31584364
9482071539282,20883,08202420
4659833096016,93142,41428832
9533557469316,39572,95819570
1340921462303,65722,51832285
7124401157262,65475,33770420
0653691900045,99352,76084614
6317344404703,32070,01930672
4321642866394,33103,67068364
9964874164187,19712,85358119
5014720711035,34342,02579573
6088593783191,48004,71746289
4514102703678,40427,06304409
6851962649035,20145,88455785
5387240310249,73725,30275966
8612605473527,78591,13724924
6362305521562,61289,66647010
3758947928037,67644,02604466
6424228617224,62566,80448600
4052827039288,86288,39488626
7433467314954,73466,45512544
0859001300073,74400,12918560
2255839195412,57346,23363953
6231174428473,62099,56010909
7342694616673,50547,69897559
6107650338836,11945,27736852
9444991180142,75474,74846108
8828514888981,74655,00433136
8808366731215,85215,84989369
5187641889784,13360,58692837
9919081167919,71334,47104945
4821190017427,68281,48109345
2722167757044,23618,73998952
3449730397665,50720,81149148
3996239228124,70163,02377728
2809722411679,16753,58122129
0936949563804,20997,78794535
6117754753251,26077,83066351
5473918734872,76244,89809488
3278249537299,48943,30511545
9371801984372,78903,54848542
2512671334585,87183,70769340
8618059562312,20737,33109657
5999029360286,89507,06280895
8754276404360,40224,90381218
0581343763154,55143,36383788
3983258743059,10130,51042738
9678547887456,34939,99379278
8960767355343,30392,26263014
9278934217387,69953,99415693
7844146618582,48325,11039976
1682101183067,82969,88410142
8094560578101,74327,20375225
7378235798058,98010,91621689
5137484624660,33312,82123758
2179045216924,82774,61717381
9052483761627,65244,62198127
7250043029541,40357,03732335
6925022778390,10098,05274468
3926016719781,27840,89149652
8346512363816,99804,28398318
4762346021137,30385,34387917
3046847435978,10971,40027920
3798347048713,29527,30248748
6726037923511,28579,69217722
0261715705844,15606,94298550
1925175653938,56768,19769905
8792490448609,16437,75452636
3052881753527,14486,38144172
6718366155909,19822,40572536
5429813502306,58857,65004470
2235460514240,62774,03238936
5836135311613,45876,48982191
1451939318282,21991,18926477
7380887601617,50742,97216131
7481029734993,17197,21980251
7711228167675,94627,92566248
9552606121654,36973,83502538
8833782411786,42916,76881343
5322933060476,38513,41455241
6142970063471,80388,58952610
0080036449011,33037,56302936
6698937058375,34678,63605297
8743746689147,98096,75118082
1828843558279,23050,22186867
1813793413921,94820,11622024
0118758856043,73567,60887856
7533863406342,89382,77199614
7519506907636,14605,60762191
6248244040923,86764,04691044
0954515850455,13652,25250169
4626870177336,11990,69193576
4715182718013,71029,00836494
6126832679345,77645,31269834
1308037555401,28013,13842734
6475798498782,78441,70768350
4186022591491,22394,27560655
2267027525789,21139,05338436
0308993878188,54554,65682821
7517538438654,44767,81058952
3768330616489,61021,78789128
3546789014168,72471,82614812
3867267679359,62588,27874509
9587460518913,62168,84270054
7072832772434,22916,89843383
7647385190419,53955,25909166
9332524294223,19913,79883306
1695900506050,53654,56740455
1705022444496,69621,37355807
7128500474602,13195,80972082
7675763506934,90973,81108015
0173678191681,21632,45017148
9183161536449,62166,57577715
9658754099163,85318,01985153
4378547535832,68636,07070051
3235523806601,37730,95587370
5018681188349,30725,88694580
2579683137375,86129,80807605
1277454054395,92351,93490757
2940110662720,64010,67450428
7944654098521,48785,53122100
7846755883405,93460,66681793
2033860069588,49590,91551023
3367526787851,77648,60296573
3553675931249,52155,63459449
9252121781059,40243,46946331
0563164568767,97407,76645433
2082636448560,95741,28526971
1284748538813,27437,73599746
5338344349192,83099,46833174
5656361031525,79432,10896013
0206154003182,11226,71577333
1556433100897,67740,42545590
3505789953181,16368,04828013
0469224933073,21670,62772730
0108046464722,76672,20893552
9985920883470,29892,67084524
9269311566112,89504,53903631
4226896668421,89713,77822031
9747445509910,57904,74889723
7374942994790,54329,31667838
1125586188412,76598,85542815
3107982538105,47478,24443272
7262585574038,85534,23236363
4282002614140,37411,83446627
4076608581254,22829,00143578
6383724100985,37543,18026146
7683166059209,50115,68465377
0735890504344,84909,88194202
7219036298746,22055,06906436
0526011307308,43204,44554170
4258665555212,48324,94630022
4785629496323,53668,22948397
9136443167145,61607,65190111
3617512509098,39900,16034839
4280535936388,24515,36023561
9472626470337,39195,09732384
9697133075923,45711,80157120
9174273565700,17255,52249983
7548803430905,33915,23868281
6424611322544,22877,37418656
3457263878919,94770,86178419
2414460383043,40370,02378718
8617171147063,71264,45679971
1657822550320,20669,92316454
2116331053061,48111,88011127
7075495813988,57944,43428700
3880106391441,34594,06545406
1438475084819,42069,90197291
7498665523980,66150,93380355
4921208553531,95595,30887855
8200409424700,42103,35780526
8560532766994,26131,66074588
2694564736604,24526,18977776
1733368563977,90725,64973722
2250003830830,98907,34239773
9390112348345,14240,08898951
8326079004056,94594,88034188
2048197220052,86181,13039912
9965961835119,37228,51596644
9788988922248,69107,48893909
5408143153723,15748,33133737
9993508847653,36710,47142282
2156643689565,76490,96982617
1975593866687,73102,29160891
1573819312293,59273,98107025
5538981489460,89389,48360791
8578836216930,37657,08496485
5069740302725,57172,55160421
8367569419486,40539,20234331
0578280948539,15162,94242669
6035189924780,34869,19128009
5066246613713,54252,86335102
4174686029993,24364,64413259
8839134913465,81122,67304578
3610615057770,14841,06147082
1689657982779,77276,30419223
4006830503489,15463,62254687
1438529457736,45582,28442165
3162424098357,67989,95476773
8463761766820,23481,95086972
0596777474811,33631,59635642
6704366206666,85990,47554306
5981605492849,17638,70741537
0334130903475,25424,58195253
0500471566116,62523,86615266
0420343735450,87146,92854666
3045257645441,48231,56607079
5379479439921,79110,39580122
8523416619854,80248,59893950
1565287011150,49920,18454093
7381245264697,53241,39949073
1836831200857,72986,63298390
4760444426953,43087,28822585
2359829723606,27682,69591273
4324174728291,91732,64236131
0218396164897,99088,24884525
0075159112256,80748,27168004
5064646478925,49276,92444713
2460782708538,20107,42338925
7053512409376,42285,68655228
9350569441495,72892,46977571
5296304081608,99113,81396733
9725164980401,91325,13263300
3570774500299,23036,97483366
8369751223703,36769,67815999
5072084453077,52308,66684923
3640881393692,28114,47062320
8484267073182,52427,32509052
3928476127168,27372,46433015
1035191026446,36305,58605998
0506971101468,53273,99570415
0188496168388,12883,65618387
5229045374753,52603,00490665
0263516241033,19633,06245504
2146164036177,67002,67261536
7353573159242,11632,45414589
9154754519286,36840,50535279
6696108764711,39678,34719688
5480907777499,22620,09113206
1312504884499,90905,52857492
2293357853575,54451,15423597
7841767934176,22233,30654716
9261341585750,96338,67395958
3613966562832,32888,36913176
5416895736569,40671,23382824
1151851273385,43042,40496870
8373158890895,20526,53504388
1656211207593,64259,71761282
1133064296238,95765,24343084
8693582360154,98620,48391528
6164474394592,34394,20455958
1746308684502,93189,85667983
6571695986367,38344,17331890
5386177620582,85464,85879447
2604501839015,53174,97479932
1332518611102,96350,36976096
5315164570821,41580,75482350
4737680078949,81171,26994598
5012696528077,86043,23482647
6853615710734,85800,05926596
7915904609996,70452,22182906
9046518233449,78052,53727275
9095172063190,64056,30974944
6114488293510,89868,99393335
3950390080571,91526,93276498
0349535793828,68380,61158740
7527404598313,61036,24990462
9101760705400,12158,94037425
5687640587983,13093,41776049
2221354375226,90283,45221064
2668272400928,56039,40508092
3172468533097,24677,57317397
4177834933883,80414,10758533
8645263735782,81393,86855129
0088273362582,50964,46298485
1649022533890,69682,89671047
4528390050437,16492,12230488
5482236198112,36758,30388000
3998491691739,61840,05841158
3997370427629,86474,30585287
0663587366343,97647,51330934
8172862322995,85402,80638094
8438618090007,46299,78149854
8221652343631,52361,35860815
3577904292253,82459,40114170
9890180638640,15717,51782054
1182369575364,77423,91941336
8926198491951,66436,89036037
3962441633810,44898,73703150
9923263187763,17607,90740909
8265403068046,99100,58681923
9168341886590,24058,19706559
8811832196777,82928,13146597
9458259283469,71757,38154041
1006623964971,77531,01974188
3198665697028,74130,95353821
5933685177369,76281,13355364
9730651598212,52704,97234920
8496662653142,92912,07061325
1571323341815,59954,24902243
0388309965108,23994,58948460
6959601438467,14404,84074850
3601137138573,19893,55707176
7955032206131,74662,64398297
1107137612430,89661,98745524
7357723132840,19910,07841804
6243072299543,68968,10312728
5239453315019,37196,42339328
5834711781553,94361,31543477
1109092492980,34079,69061905
2677789200372,23654,92735620
0913768131360,84135,17643092
6794570715849,32487,52521539
6052916254118,88928,21512292
9531628424493,18763,55438957
0051061484896,60489,68755843
9312457252866,19581,78058477
2311825354512,93007,50191024
0292321457834,38265,37296599
7977588150812,72127,98339310
9300158096490,91497,94707014
1717325447005,80288,46764287
2936196593911,48937,09531765
7583092793218,87941,20781538
9473589374816,21685,11088097
1105224108392,91420,79812764
9722858144859,32715,98884827
5268883332808,16510,13519803
5924152344162,44587,77432766
7491778504839,48376,10570371
6149769875130,27404,27687352
0436033274369,94013,96708996
1421315851559,33620,14341427
7373648158161,47491,70207835
3806447823588,48891,06784126
5040268323676,81232,32258882
3748992504263,18241,04513056
1042002561621,19953,62849920
5158118637795,46336,04713609
8809489277482,71029,64267678
8950950218487,15753,13031626
7355295310499,49471,35556916
1198652282109,41017,69706134
4428652551040,44231,18933963
1879420868205,39475,16884175
0391143819148,75515,10036792
6851838766620,45639,64300900
9698959947128,28017,79822602
0217570527008,39032,90237966
3729391528449,44336,09398917
3360934998611,43676,49792010
9758297909230,42334,41435588
7710002166002,60573,99130336
7908865772366,25316,06881177
0945756863953,29037,84240118
1084586533410,88426,17405416
3066745112542,53114,61162143
1964635613532,13109,16234642
1164668819844,16630,56998009
5073164164470,26081,07429224
0705972761941,47877,22374486
2103776219589,36450,09741058
3440427758219,18315,01021394
5810603501201,37600,66507147
5411950240517,90187,63288315
7850050513967,74820,23540439
3289040672720,23014,14743818
2167290303865,90568,53830210
4668938080943,34854,69969300
2036502418003,15995,52168598
5132941647015,25944,24849876
1388617664938,65014,68708733
3809878300369,64236,27394755
9211994610705,89252,59513568
5653024369919,16005,01450101
1798716383515,30143,28275794
5152210007845,76162,19068817
4563622155528,99223,63194111
2471407265176,68338,00861823
8904012551883,58426,03280201
8114861960297,25897,75617516
8024698201817,14158,55796378
4202970215897,79168,61488731
4502132666520,93540,75375973
6716830170588,32277,51784850
4745904822629,77284,18421194
2070678484875,62604,86419055
8926161778454,25823,86919401
1317879004572,28981,73502760
2146306295493,55457,71384825
3884100354723,81512,37739423
3490693601047,90894,25917666
6848276462764,81439,25093452
4573447343604,63023,13619329
2688244808170,99531,88902036
1484737705886,94263,69671968
1991967343721,35619,25087543
2393758185050,60424,73439103
3286387384422,36391,10314401
6265773967439,64996,90760310
2498388620596,34304,90515255
9830322338731,56109,81816729
9600223820655,35594,98830916
0176251606589,61121,17599184
9145535613361,31766,43149216
6132307987846,34094,19574745
8826243676442,59805,24214810
2122081967398,61265,92628458
3529314796869,67160,07378096
6579175508887,78461,03805282
5052973815193,98068,84509451
5079523785218,44599,45517921
2472739297163,36498,87929775
7472715609893,25102,22893000
2791419042146,16395,59925682
7699307042689,47526,67831753
2847364242060,96025,80533429
2960024613908,40570,56145694
8247096509235,29757,29178803
9748860827948,34636,76246166
8185941348007,81100,76837012
8569182658819,17914,32337709
6744047419213,77844,23498914
4067125671122,57037,65218877
2295302086069,69148,33291512
8439963581967,65673,79754132
6840153762769,79129,81740734
9605812549054,55415,47535657
5915257522562,53086,96406571
7923497632246,12004,00911849
8745693213895,30827,53097026
7670711929476,74206,49850994
8778979444676,21679,50911783
9272060235635,11056,68184285
1570921213562,41796,73630579
0118266825722,87327,78789685
3337631813684,31333,27240298
2413038474404,91089,68323929
6191277318692,21560,31241144
8363854430471,21351,43001453
0872837814842,82297,39514783
4514038799615,42684,17145817
4227671243291,20328,34799635
8020365100988,89860,14852725
4378921664400,18356,87689891
3119257732439,37997,62847506
1963166188892,96236,22647238
1203893093688,24495,49825176
3680661929505,55832,33748115
4940017863198,15090,06338374
2234787623123,76095,55560542
4299432849806,51500,22515759
9891871181636,45881,57545127
2989415128883,68303,43494972
6104516222469,17472,49587661
9178105116146,67237,37640477
7358395788533,89386,29307876
1431816700225,30107,31085069
7481489784446,91945,62838450
9453221271802,31834,25802191
2269303537684,27694,72308004
6247512082702,26212,90658013
3012163528359,22425,61065352
2479622451039,51516,81273706
0162025136864,31784,31301626
1067075763451,56864,76361920
4800693438205,16482,03060162
9203187604158,39097,17998871
5502556137636,16677,44644925
7677482807460,89964,68086732
9352787000621,88716,36304042
2204341669461,35871,02807232
2450492068558,56567,69285448
5583866497405,22899,52699214
2261326839189,84246,45934261
2674835296150,26144,73990932
5865755095252,46638,37192532
5022205416382,65678,80424819
8764944781679,10299,80638124
7722139089598,10614,75160173
0968953641650,56622,07063855
0610506577243,41932,23551022
8810492212889,56431,49766387
3657028764208,34639,94360110
7859272555526,70514,18453089
3248083316374,85339,30030091
1720795586525,23326,92915831
2948875105612,10553,87151749
7378765641657,56212,09738614
7253094234520,65414,54996823
7943657568499,26079,72453292
5874936278261,43828,19442518
3232935405293,36287,67685394
4156227685653,78809,39402059
5734665483827,77243,47219229
3314721410831,96938,11328889
5649375789018,12292,77328731
3482755056889,37039,81271290
6310516617239,30484,50093748
2756671353218,24796,38443992
1824677231883,76648,05910670
9342872572133,35900,63930566
5883777761900,60984,78015852
1239462847154,60623,43412105
1736326441027,42651,20630430
0803516190636,16805,96715390
3117169774608,87235,79850636
4080783510053,26945,26806907
0691387393689,98599,59603979
3405856054448,11124,34175675
0499041249958,62624,73582502
8438530858839,40362,35320067
0721027800151,40574,61483088
1205277082479,52844,34304433
1852295216227,90384,13508067
7560179569010,82319,99639693
7829464466619,92576,13543136
7443266678126,97009,76458651
3398110646407,72473,56637175
4007243553177,32193,74868520
1127050250748,91321,59892359
0489701000197,57128,60416001
5818874044342,25455,77167323
7330454137407,20851,09786509
3477799219291,83648,94614305
6441490010522,64089,27900925
4343428433750,50095,06131906
3948105202165,82396,03616178
9176297732168,36445,53375520
9804251137567,95305,56756470
2313777395421,86744,02253374
8707131511314,42716,43911776
4774665176719,84170,39041395
1968927092067,86859,28965961
7585568430030,21850,00098908
2740720031264,16781,53245830
0927344164406,92756,42205241
0721108022380,49651,73183693
7406484377196,11384,41187715
4200756148377,66641,78138452
9162095515270,89237,04376590
3542909195434,38345,21821097
9983596006650,41414,00335751
6903869868238,98990,36268696
7988083746127,25465,42274711
6994399798126,71498,16193574
8276308631143,90244,11596745
5502131825460,21273,85041530
2869046986918,15907,36891191
7058644682482,39158,90546815
4886140317422,93791,62882439
8090152898138,98880,99917951
4064245384666,40709,56912678
7680910235421,72551,73844488
4398570647586,25191,93779760
2305536783341,15835,16126510
3912020403433,40224,20288426
4460137472020,11263,15815699
2280788127870,27403,11150763
4896697769698,98162,28432395
5548094751583,70915,23676947
5551765054296,56065,56384512
8271591018671,82646,42659617
0816280199569,39328,05948161
4702240498284,61073,37592622
5285236146165,65419,76553929
2695014395365,84903,24369251
8602562678028,79328,65605141
2706445422404,14361,18291582
4837724373709,62757,34309179
7581031860601,82384,20506117
1156117698759,26134,85777057
5270378357562,21960,04042082
8473720075689,74886,12012183
3780011801915,75215,90266867
9996601270489,87630,42821717
8570226258421,60066,91350732
5582144341751,33560,43984596
0680092003037,16435,71552576
4781140281936,42062,50971800
0382073611629,29288,17591911
3511496043077,79775,30699465
7935301018108,84327,86841726
4827733225786,42603,32187960
8685050708414,26123,98948406
2770163912783,42219,45260377
7028903150892,16659,75178079
4067774530979,16725,22156907
9037588808279,22360,80574958
9911021447006,89594,83087608
1382304077353,13068,47035140
8183076280063,63611,64516837
9720892775336,97828,75186807
3005780553576,39070,48263658
1727507905377,73485,05315857
7731247661237,73786,10788745
5937529490126,74479,03971185
2272204783807,95000,85973718
2885545573251,53507,20623500
7534717161936,65305,86258715
6201790014268,46134,18102116
3556082151132,51255,06507725
2338330021333,31550,15099556
9928908798281,65159,23238107
4585833614618,62658,71185873
2459898931435,61467,48220897
8514791374742,30133,22589460
2231190902258,38103,39961662
3693420234314,52835,02898582
9678198958543,23415,02638997
8779140871239,19931,24827140
3870058897559,62775,43834327
9576905887424,40594,77768940
3704370860222,49050,34182598
1082013954531,49547,03039700
6937606330047,49714,42697435
3079394171549,94668,50578559
6464600944296,67740,49296051
1304913675720,22739,11654865
1868454675873,50659,13298616
3309083087456,64903,40174563
6549532937223,46303,73545866
5873152806401,74052,91290793
3100743466747,77390,42076544
1686127052826,28625,43246854
8066660238735,50967,92471313
2429279317202,16574,46714398
3752650238773,87618,39811776
2427306094010,42031,28827108
5708192172097,34808,47746756
5417627691217,41757,24112857
8811885246528,40869,79761109
4844917075159,93186,56171617
4071342086836,25905,71176246
6104233799602,61768,41569979
7418707804778,16094,79939720
5307004714571,35017,68225544
9240253268173,24721,76130946
0313513883368,41834,65604045
9319416031050,69117,27596142
0153691308709,67799,52845833
1546130646941,53613,32898828
8925260144689,39031,19185378
3074416944279,12592,36764150
6858453140118,34830,91426215
8260720882214,13958,55809474
5121100129721,38947,20753979
2865062781186,34223,16107922
4109645286490,24247,92044371
5707604547881,87701,01325317
8687971224387,35977,61463028
8411070669721,86366,57627830
4246477008231,28225,28397113
4561780567214,45078,72401323
3817740683991,24029,19129020
2288126440148,23116,40858074
0121682271295,26415,21173950
0274472334868,71812,58450949
9035382929916,48528,52822537
4331727648302,64949,60041838
2072083977034,91740,90953262
3479758891913,39944,65501764
0527369722423,42319,12618460
2595912864164,56487,78840874
5133530331544,17962,82717544
8404780945704,81396,12548019
5526478291085,32714,19078434
0997850565783,72522,02177069
4583332056328,38923,73258636
3078378649227,46275,39583307
1848283668758,83371,30311831
6598636179893,71817,60313126
4714116730794,80210,21449536
4744974810239,78966,25468601
5818717381771,18386,22295736
5609385155975,33347,10568460
6748858257859,92547,22342638
6687810456841,44687,19515724
7995563454113,78254,24720281
4541765780111,75635,77001092
5763196009916,88078,77424648
7366720701775,20890,86576789
0974897451590,73295,64046044
3284090208820,84651,70004083
0735971355919,59366,49189308
0582272284505,55312,97100829
8029642177606,66510,99671716
4345058610945,75602,22691392
7346460795098,66720,88217499
1603142900581,61560,75603960
7471361908053,29233,63556650
0972999516339,31753,68115661
3350333078434,16705,28335160
0385947942164,17591,51002015
9371606360586,83925,38546983
1717701861548,31710,61083202
3950567745210,88292,72995105
6980011848485,65429,09180413
9709458104186,28516,12165728
5862897498125,25155,57532776
8470571691792,98716,63318258
3894566066979,13076,40421445
5276147990749,38127,05143610
5395059321929,25510,24986137
6835129379492,93201,96709269
1642227746508,96179,07327414
5402571285001,38527,16508439
6409786386638,53533,71622958
6682150049821,59710,60203632
4695621662803,52812,67976546
5582428313818,91387,73913290
5062506965653,10091,52113192
3094392423889,82795,75987732
2460488488680,88008,32458558
6319198546950,83316,19083889
2968703651906,70928,72575031
0525823090606,13159,04413615
0863967922897,94723,03047989
1684451847316,63302,32446463
9670313355015,52132,49758634
2660046912293,18490,42594222
7518465326502,11545,73128199
7606080781551,98953,59121015
1548738759870,66330,78433809
1671583549010,38523,64963808
1683535586509,71130,49646443
6523657544399,77715,58555521
0830167171745,42035,39913050
0782210523783,98378,30044227
8928007743107,91105,60117960
0922312254165,99205,31229449
4629834362458,36881,96074152
1343956059487,13847,72755822
7729475483042,93594,42176312
9473903065789,61363,04974277
6196951468472,98481,06696184
9579509890968,93959,50519712
5463353408384,37198,88111667
4227288741418,97915,35495192
3554180920582,97031,20345266
4169443722545,75104,78037885
1242853860182,79644,71201467
4144317867874,23260,80678045
7758208216978,86051,79743648
6644374066251,18567,41877067
0059963112978,11006,21021671
8850707190144,16343,41589519
0984545207820,69721,54464919
8767229834374,36767,63657449
3403831382272,95457,27980972
7636534793458,85147,17131247
8849121845280,18592,39435392
1479290858773,77278,77644961
4485621247960,62918,07358777
